47,"0000183088","10","MG","MORPHINE SULFATE"
48,"0000181577","15","MG","MORPHINE SULFATE"
49,"0000181595","30","MG","MORPHINE SULFATE"
50,"0000181600","15","MG","PHENOBARBITAL"
51,"0000182498","30","MG","PHENOBARBITAL"
52,"0000180923","30","MG","CODEINE PHOSPHATE"
53,"0000180925","60","MG","CODEINE PHOSPHATE"
54,"0000000015","65","MG","PROPOXYPHENE HYDROCHLORIDE"
55,"0000000016","0","NS","NORTRIPTYLINE HYDROCHLORIDE"
56,"0000231486","250","MG","CEPHALEXIN"
57,"0000178086","125","MG","CEPHALEXIN MONOHYDRATE"
58,"0000178088","250","MG","CEPHALEXIN MONOHYDRATE"
59,"0000000022","15","MG","PHENOBARBITAL"
60,"0000000023","30","MG","PHENOBARBITAL"
61,"0000000024","100","MG","PHENOBARBITAL"
62,"0000000025","60","MG","PHENOBARBITAL"
63,"0000244884","50","ML","INSULIN HUMAN"
64,"0000244864","100","ML","INSULIN HUMAN"
65,"0000244887","100","UNT","INSULIN ZINC SUSP SEMISYNTHE"
66,"0000244888","70","ML","INSULIN SUSP ISOPHANE"
67,"0000244888","30","ML","INSULIN INJECTION"
68,"0000245326","100","ML","INSULIN LISPRO"
69,"0000000029","5","MG","METHADONE HYDROCHLORIDE"
70,"0000084146","10","MG","METHADONE"
71,"0000000031","5","MG","METHIMAZOLE"
72,"0000000032","10","MG","METHIMAZOLE"
73,"0000000033","80","MG","QUINIDINE GLUCONATE"
74,"0000000038","5","GM","METHOHEXITAL SODIUM"
75,"0000000039","500","MG","METHOHEXITAL SODIUM"
76,"0000000041","2.5","GM","METHOHEXITAL SODIUM"
77,"0000000045","10","MG","VINBLASTINE SULFATE"
78,"0000000047","500","MG","METHOHEXITAL SODIUM"
79,"0000000051","1","GM","CEFAZOLIN"
80,"0000000052","","NS","TOBRAMYCIN SULFATE"
81,"0000000053","1","%WV","SILVER NITRATE"
82,"0000000056","15","MG","MORPHINE SULFATE"
83,"0000000060","10","MG","METHADONE HYDROCHLORIDE"
84,"0000000063","250","MG","ACETOHEXAMIDE"
85,"0000000066","40","MG","METHADONE HYDROCHLORIDE"
86,"0000163729","0.05","%WV","FLURANDRENOLIDE"
87,"0000000071","","NS","NORTRIPTYLINE HYDROCHLORIDE"
88,"0000000073","10","MG","MORPHINE SULFATE"
89,"0000000074","15","MG","MORPHINE SULFATE"
90,"0000000075","30","MG","MORPHINE SULFATE"
91,"0000000076","30","MG","CODEINE PHOSPHATE"
92,"0000000077","60","MG","CODEINE PHOSPHATE"
93,"0000000079","10","GM","OPIUM"
94,"0000219366","90","MG","FLUOXETINE HYDROCHLORIDE"
95,"0000163727","250","MG","CINOXACIN"
96,"0000188595","500","MG","CINOXACIN"
97,"0000000081","500","MG","CEFACLOR"
98,"0000180472","","NS","FLUOXETINE HYDROCHLORIDE"
99,"0000000082","389","MG","ASPIRIN"
100,"0000000082","32.4","MG","CAFFEINE"
101,"0000000082","65","MG","PROPOXYPHENE HYDROCHLORIDE"
102,"0000000083","","NS","VANCOMYCIN HYDROCHLORIDE"
103,"0000000084","","NS","VANCOMYCIN HYDROCHLORIDE"
104,"0000000085","150","MG","NIZATIDINE"
105,"0000000086","300","MG","NIZATIDINE"
106,"0000056478","200","MG","LORACARBEF"
107,"0000080510","400","MG","LORACARBEF"
108,"0000210171","10","MG","FLUOXETINE"
109,"0000216953","","NS","FLUOXETINE HYDROCHLORIDE"
110,"0000210128","20","MG","FLUOXETINE"
111,"0000243871","10","MG","ATOMOXETINE HYDROCHLORIDE"
112,"0000243880","25","MG","ATOMOXETINE HYDROCHLORIDE"
113,"0000243885","40","MG","ATOMOXETINE HYDROCHLORIDE"
114,"0000243877","18","MG","ATOMOXETINE HYDROCHLORIDE"
115,"0000243887","60","MG","ATOMOXETINE HYDROCHLORIDE"
116,"0000191118","","NS","FLUOXETINE HYDROCHLORIDE"
117,"0000155425","5","MG","OLANZAPINE"
118,"0000155421","7.5","MG","OLANZAPINE"
119,"0000155420","10","MG","OLANZAPINE"
120,"0000172498","60","MG","RALOXIFENE HYDROCHLORIDE"
121,"0000107136","250","MG","DIRITHROMYCIN"
122,"0000197960","15","MG","OLANZAPINE"
123,"0000206676","5","MG","OLANZAPINE"
124,"0000206674","10","MG","OLANZAPINE"
125,"0000231454","15","MG","OLANZAPINE"
126,"0000231119","20","MG","OLANZAPINE"
127,"0000000090","125","MG","CEFACLOR"
128,"0000000091","","NS","CEFACLOR MONOHYDRATE"
129,"0000188218","","NS","FLUOXETINE HYDROCHLORIDE"
130,"0000000093","187","MG","CEFACLOR"
131,"0000000094","375","MG","CEFACLOR MONOHYDRATE"
132,"0000000095","100","MG","LORACARBEF, ANHYDROUS"
133,"0000000096","200","MG","LORACARBEF, ANHYDROUS"
134,"0000163731","250","MG","DOBUTAMINE HYDROCHLORIDE"
135,"0000104928","750","MG","CEFUROXIME"
136,"0000166187","0.25","MG","FLURANDRENOLIDE"
137,"0000166186","0.05","%WW","FLURANDRENOLIDE"
138,"0000166188","0.25","MG","FLURANDRENOLIDE"
139,"0000159581","0.05","%WW","FLURANDRENOLIDE"
140,"0000000103","","NS","TOBRAMYCIN SULFATE"
141,"0000000105","","NS","CEFAMANDOLE NAFATE"
142,"0000000106","","NS","CEFAMANDOLE NAFATE"
143,"0000091440","2","MG","ABCIXIMAB"
144,"0000000128","0.5","GM","AMOBARBITAL SODIUM"
145,"0000000129","10000","UNT","HEPARIN SODIUM"
146,"0000000131","1","GM","CEFTAZIDIME"
147,"0000000132","2","GM","CEFTAZIDIME"
148,"0000000135","6","GM","CEFTAZIDIME"
149,"0000000144","750","MG","CEFUROXIME SODIUM"
150,"0000000151","1","GM","CEFTAZIDIME"
151,"0000000152","2","GM","CEFTAZIDIME"
152,"0000000153","","NS","TOBRAMYCIN SULFATE"
153,"0000000154","","NS","TOBRAMYCIN SULFATE"
154,"0000000157","1","GM","VANCOMYCIN HYDROCHLORIDE"
155,"0000000158","5","MG","SOMATROPIN"
156,"0000218981","375","MG","CEFACLOR"
157,"0000218971","187","MG","CEFACLOR"
158,"0000134996","10","ML","GEMCITABINE HYDROCHLORIDE"
159,"0000135021","1","GM","GEMCITABINE HYDROCHLORIDE"
160,"0000143535","100","MG","INSULIN LISPRO"
161,"0000215314","25","%WW","INSULIN LISPRO"
162,"0000215314","75","%WW","INSULIN LISPRO PROTAMINE"
163,"0000143544","100","UNT","INSULIN LISPRO"
164,"0000228573","5","MG","DROTRECOGIN ALFA, ACTIVATED"
165,"0000228576","20","MG","DROTRECOGIN ALFA, ACTIVATED"
166,"0000175359","",,"GLYCERIN"
167,"0000175359","",,"HYDROCHLORIC ACID"
168,"0000195005","12","MG","SOMATROPIN"
169,"0000000165","100","UNT","INSULIN BEEF/PORK"
170,"0000000166","100","UNT","INSULIN PURIFIED PORK"
171,"0000000168","100","MG","INSULIN RECOMBINANT HUMAN"
172,"0000000170","100","UNT","INSULIN SUSP ISOPHANE"
173,"0000000171","100","UNT","INSULIN SUSP ISOPHANE PURIFI"
174,"0000000173","100","MG","INSULIN HUMAN"
175,"0000000175","100","UNT","INSULIN ZINC SUSP"
176,"0000000176","100","UNT","INSULIN ZINC SUSP PURIFIED B"
177,"0000000178","100","UNT","INSULIN ZINC SUSP SEMISYNTHE"
178,"0000000180","500","UNT","INSULIN PURIFIED BEEF/PORK"
179,"0000157586","500","UNT","INSULIN HUMAN"
180,"0000000184","100","UNT","INSULIN ZINC SUSP EXTENDED R"
181,"0000000186","70","%WW","INSULIN SUSP ISOPHANE"
182,"0000000186","30","%WW","INSULIN HUMAN"
183,"0000185925","30","%WW","INSULIN RECOMBINANT HUMAN"
184,"0000185925","70","%WW","INSULIN SUSP ISOPHANE RECOMB"
185,"0000233720","50","ML","INSULIN LISPRO PROTAMINE"
186,"0000233720","50","ML","INSULIN LISPRO"
187,"0000201266","75","%WW","INSULIN LISPRO PROTAMINE"
188,"0000201266","25","%WW","INSULIN LISPRO"
189,"0000243969","750","MCG","TERIPARATIDE ACETATE"
190,"0000239955","750","MG","CEFUROXIME"
191,"0000239947","1.5","GM","CEFUROXIME"
192,"0000079153","50","%VV","INSULIN HUMAN"
193,"0000079153","50","%VV","INSULIN SUSP ISOPHANE"
194,"0000240066","1","GM","CEFAZOLIN"
195,"0000000199","","NS","AMOXICILLIN TRIHYDRATE"
196,"0000000200","","NS","AMOXICILLIN TRIHYDRATE"
197,"0000000202","250","MG","CEPHRADINE"
198,"0000000203","500","MG","CEPHRADINE"
199,"0000000204","","NS","PENICILLIN V POTASSIUM"
200,"0000000205","","NS","PENICILLIN V POTASSIUM"
201,"0000105069","","NS","AMPICILLIN TRIHYDRATE"
202,"0000000207","","NS","AMPICILLIN TRIHYDRATE"
203,"0000000213","0.25","MG","TRIAMCINOLONE ACETONIDE"
204,"0000000216","40","MG","NADOLOL"
205,"0000000217","120","MG","NADOLOL"
206,"0000000219","20","MG","NADOLOL"
207,"0000000220","80","MG","NADOLOL"
208,"0000000221","160","MG","NADOLOL"
209,"0000000222","1","MG","HALCINONIDE"
210,"0000000223","1","MG","HALCINONIDE"
211,"0000000224","40","MG","ESTRADIOL VALERATE"
212,"0000000226","40","MG","NADOLOL"
213,"0000000226","5","MG","BENDROFLUMETHIAZIDE"
214,"0000000227","5","MG","BENDROFLUMETHIAZIDE"
215,"0000000227","80","MG","NADOLOL"
216,"0000000228","40","MG","TRIAMCINOLONE ACETONIDE"
217,"0000000234","10","MG","ESTRADIOL VALERATE"
218,"0000000236","25","MG","CAPTOPRIL"
219,"0000000236","15","MG","HYDROCHLOROTHIAZIDE"
220,"0000000237","20","MG","ESTRADIOL VALERATE"
221,"0000000238","25","MG","CAPTOPRIL"
222,"0000000238","25","MG","HYDROCHLOROTHIAZIDE"
223,"0000000240","50","MG","CAPTOPRIL"
224,"0000000240","15","MG","HYDROCHLOROTHIAZIDE"
225,"0000000242","50","MG","CAPTOPRIL"
226,"0000000242","25","MG","HYDROCHLOROTHIAZIDE"
227,"0000000244","3","%WW","AMPHOTERICIN B"
228,"0000000245","3","%WV","AMPHOTERICIN B"
229,"0000000248","0.1","MG","FLUDROCORTISONE ACETATE"
230,"0000000249","250","MG","PROCAINAMIDE HYDROCHLORIDE"
231,"0000000250","375","MG","PROCAINAMIDE HYDROCHLORIDE"
232,"0000000251","50","MG","AMPHOTERICIN B"
233,"0000103599","500","MG","PROCAINAMIDE HYDROCHLORIDE"
234,"0000000254","12.5","MG","CAPTOPRIL"
235,"0000000255","25","MG","CAPTOPRIL"
236,"0000000260","100000","UNT","NYSTATIN"
237,"0000000260","1","MG","TRIAMCINOLONE ACETONIDE"
238,"0000000261","50","MG","CAPTOPRIL"
239,"0000000262","100","MG","CAPTOPRIL"
240,"0000000263","10","MG","TRIAMCINOLONE ACETONIDE"
241,"0000000265","1","MG","TRIAMCINOLONE ACETONIDE"
242,"0000000266","0.147","MG","TRIAMCINOLONE ACETONIDE"
243,"0000000267","1","MG","TRIAMCINOLONE ACETONIDE"
244,"0000000268","1","MG","TRIAMCINOLONE ACETONIDE"
245,"0000000269","1","MG","TRIAMCINOLONE ACETONIDE"
246,"0000000275","0.33","MG","FOLIC ACID"
247,"0000000275","33.3","MG","NIACINAMIDE"
248,"0000000275","1.675","MG","CUPRIC SULFATE, ANHYDROUS"
249,"0000000275","3.3","MCG","ERGOCALCIFEROL"
250,"0000000275","3.3","MG","THIAMINE MONONITRATE"
251,"0000000275","3.3","MG","RIBOFLAVIN"
252,"0000000275","3.3","MG","PYRIDOXINE HYDROCHLORIDE"
253,"0000000275","5","MG","VITAMIN E ACETATE"
254,"0000000275","4.13","MG","TOCOPHERYL SUCCINATE"
255,"0000000275","8333","UNT","VITAMIN A ACETATE"
256,"0000000275","66.7","MG","FERROUS FUMARATE"
257,"0000000275","113","MG","SODIUM ASCORBATE"
258,"0000000275","11.7","MG","CALCIUM PANTOTHENATE"
259,"0000000275","41.7","MG","MAGNESIUM CARBONATE"
260,"0000000275","50","MCG","CYANOCOBALAMIN"
261,"0000000276","200000","UNT","NYSTATIN"
262,"0000000278","100000","UNT","NYSTATIN"
263,"0000000278","1","MG","TRIAMCINOLONE ACETONIDE"
264,"0000000282","100000","UNT","NYSTATIN"
265,"0000000283","500000","UNT","NYSTATIN"
266,"0000000286","100000","UNT","NYSTATIN"
267,"0000000287","100000","UNT","NYSTATIN"
268,"0000000290","5","MG","BENDROFLUMETHIAZIDE"
269,"0000000294","100","MG","ISONIAZID"
270,"0000000301","","NS","PENICILLIN V POTASSIUM"
271,"0000000302","","NS","PENICILLIN V POTASSIUM"
272,"0000000304","50","MG","TESTOLACTONE"
273,"0000000315","500","MG","PROCAINAMIDE HYDROCHLORIDE"
274,"0000000316","250","MG","PROCAINAMIDE HYDROCHLORIDE"
275,"0000000319","500","MG","PROCAINAMIDE HYDROCHLORIDE"
276,"0000000323","5","MG","FLUPHENAZINE HYDROCHLORIDE"
277,"0000000327","","NS","TETRACYCLINE HYDROCHLORIDE"
278,"0000000332","500","MG","HYDROXYUREA"
279,"0000000337","5","MG","FLUPHENAZINE HYDROCHLORIDE"
280,"0000000342","10","MG","FLUPHENAZINE HYDROCHLORIDE"
281,"0000000343","","NS","AMPICILLIN TRIHYDRATE"
282,"0000000344","","NS","AMPICILLIN TRIHYDRATE"
283,"0000000347","250","MG","CEPHRADINE"
284,"0000000362","1","MG","HALCINONIDE"
285,"0000000363","5","MG","TRIAMCINOLONE ACETONIDE"
286,"0000000365","1","MG","HALCINONIDE"
287,"0000000368","","NS","AMOXICILLIN TRIHYDRATE"
288,"0000000369","","NS","AMOXICILLIN TRIHYDRATE"
289,"0000089381","15","MG","STAVUDINE"
290,"0000089387","20","MG","STAVUDINE"
291,"0000089382","30","MG","STAVUDINE"
292,"0000089383","40","MG","STAVUDINE"
293,"0000161489","1","MG","STAVUDINE"
294,"0000000392","","NS","TOBRAMYCIN SULFATE"
295,"0000252094","100","MG","ATAZANAVIR SULFATE"
296,"0000103597","10","MG","PRAVASTATIN SODIUM"
297,"0000253573","20","MG","PRAVASTATIN SODIUM"
298,"0000253560","20","MG","PRAVASTATIN SODIUM"
299,"0000253729","40","MG","PRAVASTATIN SODIUM"
300,"0000253568","40","MG","PRAVASTATIN SODIUM"
301,"0000103590","20","MG","PRAVASTATIN SODIUM"
302,"0000253602","80","MG","PRAVASTATIN SODIUM"
303,"0000253570","80","MG","PRAVASTATIN SODIUM"
304,"0000114690","40","MG","PRAVASTATIN SODIUM"
305,"0000234952","80","MG","PRAVASTATIN SODIUM"
306,"0000181140","200","MG","HYDROXYUREA"
307,"0000181141","300","MG","HYDROXYUREA"
308,"0000181162","400","MG","HYDROXYUREA"
309,"0000144874","250","MG","TICLOPIDINE HYDROCHLORIDE"
310,"0000163690","125","MG","NAPROXEN"
311,"0000221715","496.3","MG","VALGANCICLOVIR HYDROCHLORIDE"
312,"0000000452","1","MG","CLONAZEPAM"
313,"0000000453","0.5","MG","CLONAZEPAM"
314,"0000244740","200","MG","RIBAVIRIN"
315,"0000000458","2","MG","CLONAZEPAM"
316,"0000000461","1","MG","BUMETANIDE"
317,"0000000462","0.5","MG","BUMETANIDE"
318,"0000000465","0.25","MCG","CALCITRIOL"
319,"0000000466","0.5","MCG","CALCITRIOL"
320,"0000000468","10","MG","ISOTRETINOIN"
321,"0000000469","40","MG","ISOTRETINOIN"
322,"0000000470","25","MG","PYRIMETHAMINE"
323,"0000000470","500","MG","SULFADOXINE"
324,"0000000472","20","MG","ISOTRETINOIN"
325,"0000000473","250","MG","MEFLOQUINE HYDROCHLORIDE"
326,"0000144846","30","MG","NICARDIPINE HYDROCHLORIDE"
327,"0000167114","30","MG","NICARDIPINE HYDROCHLORIDE"
328,"0000167115","30","MG","NICARDIPINE HYDROCHLORIDE"
329,"0000000476","0.375","MG","ZALCITABINE"
330,"0000000477","0.75","MG","ZALCITABINE"
331,"0000240530","2.24","MG","GRANISETRON HYDROCHLORIDE"
332,"0000114091","200","MG","SAQUINAVIR MESYLATE"
333,"0000171726","200","MG","SAQUINAVIR"
334,"0000114090","10","MG","TRETINOIN"
335,"0000193164","120","MG","ORLISTAT"
336,"0000115427","250","MG","MYCOPHENOLATE MOFETIL"
337,"0000169766","500","MG","MYCOPHENOLATE MOFETIL"
338,"0000186765","200","MG","MYCOPHENOLATE MOFETIL"
339,"0000210764","5","MG","TORSEMIDE"
340,"0000182426","10","MG","TORSEMIDE"
341,"0000182428","20","MG","TORSEMIDE"
342,"0000182429","100","MG","TORSEMIDE"
343,"0000191733","10","MG","TORSEMIDE"
344,"0000191734","50","MG","TORSEMIDE"
345,"0000115429","250","MG","GANCICLOVIR"
346,"0000173223","10","MG","KETOROLAC TROMETHAMINE"
347,"0000175610","500","MG","GANCICLOVIR"
348,"0000224499","10","MG","ACITRETIN"
349,"0000224498","25","MG","ACITRETIN"
350,"0000162259","0.5","MG","BUMETANIDE"
351,"0000162255","1","MG","BUMETANIDE"
352,"0000162256","2","MG","BUMETANIDE"
353,"0000184295","500","MG","MYCOPHENOLATE MOFETIL"
354,"0000241975","180","MCG","PEGINTERFERON ALFA-2A"
355,"0000173563","5","MG","DACLIZUMAB"
356,"0000199983","","NS","OSELTAMIVIR PHOSPHATE"
357,"0000216831","985","MG","OSELTAMIVIR PHOSPHATE"
358,"0000000480","","NS","SULFISOXAZOLE ACETYL"
359,"0000178176","150","MG","CAPECITABINE"
360,"0000000514","","NS","CEFTRIAXONE SODIUM"
361,"0000000515","","NS","CEFTRIAXONE SODIUM"
362,"0000000516","0","NS","CEFTRIAXONE SODIUM"
363,"0000000517","","NS","CEFTRIAXONE SODIUM"
364,"0000000521","","NS","CEFTRIAXONE SODIUM"
365,"0000000534","","NS","CEFTRIAXONE SODIUM"
366,"0000000535","","NS","CEFTRIAXONE SODIUM"
367,"0000157796","6000000","UNT","INTERFERON ALFA-2A"
368,"0000157793","36000000","UNT","INTERFERON ALFA-2A"
369,"0000184640","3000000","UNT","INTERFERON ALFA-2A"
370,"0000184638","6000000","UNT","INTERFERON ALFA-2A"
371,"0000184639","9000000","UNT","INTERFERON ALFA-2A"
372,"0000173219","550","MG","NAPROXEN SODIUM"
373,"0000231292","275","MG","NAPROXEN SODIUM"
374,"0000173234","500","MG","NAPROXEN"
375,"0000173235","375","MG","NAPROXEN"
376,"0000173238","250","MG","NAPROXEN"
377,"0000173220","375","MG","NAPROXEN"
378,"0000196110","500","MG","NAPROXEN"
379,"0000077350","0.1","MG","FLUMAZENIL"
380,"0000079355","0.1","MG","FLUMAZENIL"
381,"0000114085","30","MG","KETOROLAC TROMETHAMINE"
382,"0000115430","",,"GANCICLOVIR SODIUM"
383,"0000000559","100","MG","CHLORDIAZEPOXIDE HYDROCHLORI"
384,"0000188675","1","MCG","CALCITRIOL"
385,"0000113569","10","MCG","HAEMOPHILUS B CONJUGATE VACC"
386,"0000113569","25","MCG","PROTEIN"
387,"0000113567","25","MCG","PROTEIN"
388,"0000113567","10","MCG","HAEMOPHILUS B CONJUGATE VACC"
389,"0000212031","500","MG","ACETAZOLAMIDE"
390,"0000206639","0.5","ML","PNEUMOCOCCAL VACCINE, POLYVA"
391,"0000000575","700","MCG","PNEUMOCOCCAL POLYSACCHARIDE"
392,"0000079257","5","MG","BISOPROLOL FUMARATE"
393,"0000079257","6.25","MG","HYDROCHLOROTHIAZIDE"
394,"0000079261","10","MG","BISOPROLOL FUMARATE"
395,"0000079261","6.25","MG","HYDROCHLOROTHIAZIDE"
396,"0000079265","2.5","MG","BISOPROLOL FUMARATE"
397,"0000079265","6.25","MG","HYDROCHLOROTHIAZIDE"
398,"0000079281","5","MG","BISOPROLOL FUMARATE"
399,"0000079284","10","MG","BISOPROLOL FUMARATE"
400,"0000000718","500","MG","AMINOCAPROIC ACID"
401,"0000000722","100","MG","ETHAMBUTOL HYDROCHLORIDE"
402,"0000000723","400","MG","ETHAMBUTOL HYDROCHLORIDE"
403,"0000000735","50","MG","MINOCYCLINE HYDROCHLORIDE"
404,"0000000736","100","MG","MINOCYCLINE HYDROCHLORIDE"
405,"0000180263","5000","UNT","VITAMIN A"
406,"0000180263","400","UNT","VITAMIN D"
407,"0000180263","30","UNT","VITAMIN E"
408,"0000180263","120","MG","ASCORBIC ACID"
409,"0000180263","1","MG","FOLIC ACID"
410,"0000180263","3","MG","THIAMINE MONONITRATE"
411,"0000180263","3.4","MG","RIBOFLAVIN"
412,"0000180263","10","MG","PYRIDOXINE HYDROCHLORIDE"
413,"0000180263","20","MG","NIACINAMIDE"
414,"0000180263","12","MCG","CYANOCOBALAMIN"
415,"0000180263","30","MCG","BIOTIN"
416,"0000180263","10","MG","PANTOTHENIC ACID"
417,"0000180263","200","MG","CALCIUM"
418,"0000180263","150","MCG","IODINE"
419,"0000180263","27","MG","IRON"
420,"0000180263","25","MG","MAGNESIUM"
421,"0000180263","2","MG","COPPER"
422,"0000180263","25","MG","ZINC"
423,"0000180263","25","MCG","CHROMIUM"
424,"0000180263","25","MCG","MOLYBDENUM"
425,"0000180263","5","MG","MANGANESE"
426,"0000180263","20","MCG","SELENIUM"
427,"0000000755","150","MG","DEMECLOCYCLINE HYDROCHLORIDE"
428,"0000000756","300","MG","DEMECLOCYCLINE HYDROCHLORIDE"
429,"0000000761","2.5","MG","ENALAPRIL MALEATE"
430,"0000085124","2.5","MG","LISINOPRIL"
431,"0000000762","5","MG","LISINOPRIL"
432,"0000000764","0.5","MG","BENZTROPINE MESYLATE"
433,"0000000765","10","MG","AMITRIPTYLINE HYDROCHLORIDE"
434,"0000000766","25","MG","INDOMETHACIN"
435,"0000225886","91.37","MG","ALENDRONATE SODIUM"
436,"0000192345","3","MG","IVERMECTIN"
437,"0000000768","0.5","MG","DEXAMETHASONE"
438,"0000000769","25","MG","HYDROCHLOROTHIAZIDE"
439,"0000000770","5","MG","PHYTONADIONE"
440,"0000000771","25","MG","AMITRIPTYLINE HYDROCHLORIDE"
441,"0000000774","50","MG","INDOMETHACIN"
442,"0000000775","2.5","MG","MECAMYLAMINE HYDROCHLORIDE"
443,"0000000776","0.125","MG","RESERPINE"
444,"0000000776","25","MG","HYDROCHLOROTHIAZIDE"
445,"0000000777","5","MG","TIMOLOL MALEATE"
446,"0000000778","2","MG","BENZTROPINE MESYLATE"
447,"0000000780","0.75","MG","DEXAMETHASONE"
448,"0000000781","25","MG","ETHACRYNIC ACID"
449,"0000000782","10","MG","TIMOLOL MALEATE"
450,"0000000782","25","MG","HYDROCHLOROTHIAZIDE"
451,"0000173757","1","MG","FINASTERIDE"
452,"0000000783","5","MG","FINASTERIDE"
453,"0000198710","12.5","MG","ROFECOXIB"
454,"0000225894","45.88","MG","ALENDRONATE SODIUM"
455,"0000000785","5","MG","AMILORIDE HYDROCHLORIDE"
456,"0000000787","4","MG","DEXAMETHASONE"
457,"0000000788","50","MG","AMITRIPTYLINE HYDROCHLORIDE"
458,"0000000789","50","MG","HYDROCHLOROTHIAZIDE"
459,"0000000790","100","MG","LISINOPRIL"
460,"0000198709","25","MG","ROFECOXIB"
461,"0000213105","50","MG","ROFECOXIB"
462,"0000176291","10.4","MG","MONTELUKAST SODIUM"
463,"0000000791","5","MG","CORTISONE ACETATE"
464,"0000000792","0.125","MG","RESERPINE"
465,"0000000792","50","MG","HYDROCHLOROTHIAZIDE"
466,"0000000793","25","MG","CARBIDOPA"
467,"0000000795","10","MG","TIMOLOL MALEATE"
468,"0000161277","6","MG","IVERMECTIN"
469,"0000000796","20","MG","LISINOPRIL"
470,"0000000796","12.5","MG","HYDROCHLOROTHIAZIDE"
471,"0000000797","20","MG","LISINOPRIL"
472,"0000000797","25","MG","HYDROCHLOROTHIAZIDE"
473,"0000082735","10","MG","LISINOPRIL"
474,"0000082735","12.5","MG","HYDROCHLOROTHIAZIDE"
475,"0000000799","50","MG","INDOMETHACIN"
476,"0000171141","250","MG","METHYLDOPA"
477,"0000171141","25","MG","HYDROCHLOROTHIAZIDE"
478,"0000128893","5","MG","ENALAPRIL MALEATE"
479,"0000128893","12.5","MG","HYDROCHLOROTHIAZIDE"
480,"0000171143","500","MG","METHYLDOPA"
481,"0000171144","250","MG","METHYLDOPA"
482,"0000171144","15","MG","HYDROCHLOROTHIAZIDE"
483,"0000000800","20","MG","LISINOPRIL"
484,"0000128896","52.21","MG","ALENDRONATE SODIUM"
485,"0000000801","250","MG","CHLOROTHIAZIDE"
486,"0000000802","25","MG","CORTISONE ACETATE"
487,"0000000803","0.125","MG","RESERPINE"
488,"0000000803","250","MG","CHLOROTHIAZIDE"
489,"0000000804","40","MG","LISINOPRIL"
490,"0000171145","250","MG","CHLOROTHIAZIDE"
491,"0000171147","25","MG","HYDROCHLOROTHIAZIDE"
492,"0000171146","50","MG","HYDROCHLOROTHIAZIDE"
493,"0000180830","7.265","MG","RIZATRIPTAN BENZOATE"
494,"0000180826","14.53","MG","RIZATRIPTAN BENZOATE"
495,"0000176294","5.2","MG","MONTELUKAST SODIUM"
496,"0000000807","0.125","MG","RESERPINE"
497,"0000000807","500","MG","CHLOROTHIAZIDE"
498,"0000000810","250","MG","METHYLDOPA"
499,"0000000810","15","MG","HYDROCHLOROTHIAZIDE"
500,"0000000811","75","MG","AMITRIPTYLINE HYDROCHLORIDE"
