42,"0000187122","1724","ANTIARTHRITICS"
43,"0000183088","1721","ANALGESICS-NARCOTIC"
44,"0000181577","1721","ANALGESICS-NARCOTIC"
45,"0000181595","1721","ANALGESICS-NARCOTIC"
46,"0000181600","0626","SEDATIVES/HYPNOTICS"
47,"0000181600","1374","ANTICONVULSANTS"
48,"0000182498","0626","SEDATIVES/HYPNOTICS"
49,"0000182498","1374","ANTICONVULSANTS"
50,"0000180923","1722","ANALGESICS-NON-NARCOTIC"
51,"0000180925","1721","ANALGESICS-NARCOTIC"
52,"0000000015","1721","ANALGESICS-NARCOTIC"
53,"0000000016","0630","ANTIDEPRESSANTS"
54,"0000231486","0347","CEPHALOSPORINS"
55,"0000178086","0347","CEPHALOSPORINS"
56,"0000178088","0347","CEPHALOSPORINS"
57,"0000000022","0626","SEDATIVES/HYPNOTICS"
58,"0000000022","1374","ANTICONVULSANTS"
59,"0000000023","0626","SEDATIVES/HYPNOTICS"
60,"0000000023","1374","ANTICONVULSANTS"
61,"0000000024","0626","SEDATIVES/HYPNOTICS"
62,"0000000024","1374","ANTICONVULSANTS"
63,"0000000025","0626","SEDATIVES/HYPNOTICS"
64,"0000000025","1374","ANTICONVULSANTS"
65,"0000244887","1036","BLOOD GLUCOSE REGULATORS"
66,"0000244888","1036","BLOOD GLUCOSE REGULATORS"
67,"0000000029","1721","ANALGESICS-NARCOTIC"
68,"0000084146","1721","ANALGESICS-NARCOTIC"
69,"0000000031","1037","THYROID/ANTITHYROID"
70,"0000000032","1037","THYROID/ANTITHYROID"
71,"0000000033","0502","ANTIARRHYTHMICS"
72,"0000000038","0118","ANESTHETICS, GENERAL"
73,"0000000039","0118","ANESTHETICS, GENERAL"
74,"0000000041","0118","ANESTHETICS, GENERAL"
75,"0000000045","1479","ANTINEOPLASTICS"
76,"0000000047","0118","ANESTHETICS, GENERAL"
77,"0000000051","0347","CEPHALOSPORINS"
78,"0000000051","0347","CEPHALOSPORINS"
79,"0000000052","0352","AMINOGLYCOSIDES"
80,"0000000053","1568","OCULAR ANTI-INFECTIVE/ANTI-INFLAMMATORY"
81,"0000000056","0119","ANESTHESIA, ADJUNCTS TO/ANALEPTICS"
82,"0000000056","1720","ANALGESICS, GENERAL"
83,"0000000060","1721","ANALGESICS-NARCOTIC"
84,"0000000063","1036","BLOOD GLUCOSE REGULATORS"
85,"0000000066","1721","ANALGESICS-NARCOTIC"
86,"0000163729","1268","TOPICAL STEROIDS"
87,"0000000071","0630","ANTIDEPRESSANTS"
88,"0000000073","1720","ANALGESICS, GENERAL"
89,"0000000074","1720","ANALGESICS, GENERAL"
90,"0000000075","1720","ANALGESICS, GENERAL"
91,"0000000076","1720","ANALGESICS, GENERAL"
92,"0000000077","1720","ANALGESICS, GENERAL"
93,"0000000079","0875","ANTIDIARRHEALS"
94,"0000219366","0630","ANTIDEPRESSANTS"
95,"0000163727","0355","ANTIBACTERIALS, MISCELLANEOUS"
96,"0000188595","0357","QUINOLONES/DERIVATIVES"
97,"0000000081","0347","CEPHALOSPORINS"
98,"0000000081","0347","CEPHALOSPORINS"
99,"0000180472","0630","ANTIDEPRESSANTS"
100,"0000000082","1720","ANALGESICS, GENERAL"
101,"0000000083","0355","ANTIBACTERIALS, MISCELLANEOUS"
102,"0000000084","0355","ANTIBACTERIALS, MISCELLANEOUS"
103,"0000000085","0874","DISORDERS, ACID/PEPTIC"
104,"0000000086","0874","DISORDERS, ACID/PEPTIC"
105,"0000056478","0347","CEPHALOSPORINS"
106,"0000080510","0347","CEPHALOSPORINS"
107,"0000210171","0632","CNS, MISCELLANEOUS"
108,"0000210128","0630","ANTIDEPRESSANTS"
109,"0000243871","0630","ANTIDEPRESSANTS"
110,"0000243880","0630","ANTIDEPRESSANTS"
111,"0000243885","0630","ANTIDEPRESSANTS"
112,"0000243877","0630","ANTIDEPRESSANTS"
113,"0000243887","0630","ANTIDEPRESSANTS"
114,"0000191118","0630","ANTIDEPRESSANTS"
115,"0000155425","0628","ANTIPSYCHOTICS/ANTIMANICS"
116,"0000155425","0628","ANTIPSYCHOTICS/ANTIMANICS"
117,"0000155421","0628","ANTIPSYCHOTICS/ANTIMANICS"
118,"0000155420","0628","ANTIPSYCHOTICS/ANTIMANICS"
119,"0000172498","1034","ESTROGENS/PROGESTINS"
120,"0000107136","0348","LINCOSAMIDES/MACROLIDES"
121,"0000197960","0628","ANTIPSYCHOTICS/ANTIMANICS"
122,"0000206676","0628","ANTIPSYCHOTICS/ANTIMANICS"
123,"0000206674","0628","ANTIPSYCHOTICS/ANTIMANICS"
124,"0000231119","0628","ANTIPSYCHOTICS/ANTIMANICS"
125,"0000000090","0347","CEPHALOSPORINS"
126,"0000000090","0347","CEPHALOSPORINS"
127,"0000000091","0347","CEPHALOSPORINS"
128,"0000000091","0347","CEPHALOSPORINS"
129,"0000188218","0630","ANTIDEPRESSANTS"
130,"0000000093","0347","CEPHALOSPORINS"
131,"0000000094","0347","CEPHALOSPORINS"
132,"0000000095","0355","ANTIBACTERIALS, MISCELLANEOUS"
133,"0000000096","0355","ANTIBACTERIALS, MISCELLANEOUS"
134,"0000163731","0505","HYPOTENSION/SHOCK"
135,"0000104928","0347","CEPHALOSPORINS"
136,"0000166187","1268","TOPICAL STEROIDS"
137,"0000166186","1268","TOPICAL STEROIDS"
138,"0000166188","1268","TOPICAL STEROIDS"
139,"0000159581","1268","TOPICAL STEROIDS"
140,"0000000103","0352","AMINOGLYCOSIDES"
141,"0000000105","0347","CEPHALOSPORINS"
142,"0000000106","0347","CEPHALOSPORINS"
143,"0000091440","0409","ANTICOAGULANTS/THROMBOLYTICS"
144,"0000000128","0626","SEDATIVES/HYPNOTICS"
145,"0000000129","0409","ANTICOAGULANTS/THROMBOLYTICS"
146,"0000000131","0347","CEPHALOSPORINS"
147,"0000000131","0347","CEPHALOSPORINS"
148,"0000000132","0347","CEPHALOSPORINS"
149,"0000000132","0347","CEPHALOSPORINS"
150,"0000000135","0347","CEPHALOSPORINS"
151,"0000000135","0347","CEPHALOSPORINS"
152,"0000000144","0347","CEPHALOSPORINS"
153,"0000000151","0347","CEPHALOSPORINS"
154,"0000000151","0347","CEPHALOSPORINS"
155,"0000000152","0347","CEPHALOSPORINS"
156,"0000000152","0347","CEPHALOSPORINS"
157,"0000000153","0352","AMINOGLYCOSIDES"
158,"0000000154","0352","AMINOGLYCOSIDES"
159,"0000000157","0355","ANTIBACTERIALS, MISCELLANEOUS"
160,"0000000158","1035","ANTERIOR PITUITARY/HYPOTHALMIC FUNCTION"
161,"0000218981","0347","CEPHALOSPORINS"
162,"0000218971","0347","CEPHALOSPORINS"
163,"0000134996","1479","ANTINEOPLASTICS"
164,"0000135021","1479","ANTINEOPLASTICS"
165,"0000143535","1036","BLOOD GLUCOSE REGULATORS"
166,"0000143535","1036","BLOOD GLUCOSE REGULATORS"
167,"0000215314","1036","BLOOD GLUCOSE REGULATORS"
168,"0000215314","1036","BLOOD GLUCOSE REGULATORS"
169,"0000215314","1036","BLOOD GLUCOSE REGULATORS"
170,"0000143544","1036","BLOOD GLUCOSE REGULATORS"
171,"0000175359","1036","BLOOD GLUCOSE REGULATORS"
172,"0000175359","1036","BLOOD GLUCOSE REGULATORS"
173,"0000000160","1036","BLOOD GLUCOSE REGULATORS"
174,"0000000160","1036","BLOOD GLUCOSE REGULATORS"
175,"0000000160","2095","PHARMACEUTICAL AIDS"
176,"0000188940","0789","DIAGNOSTICS, RADIOPAQUE & NONRADIOACTIV"
177,"0000188940","2095","PHARMACEUTICAL AIDS"
178,"0000195005","1042","DRUGS USED IN DISORDERS OF GROWTH HORMO"
179,"0000195005","1036","BLOOD GLUCOSE REGULATORS"
180,"0000000165","1036","BLOOD GLUCOSE REGULATORS"
181,"0000000166","1036","BLOOD GLUCOSE REGULATORS"
182,"0000000168","1036","BLOOD GLUCOSE REGULATORS"
183,"0000000170","1036","BLOOD GLUCOSE REGULATORS"
184,"0000000171","1036","BLOOD GLUCOSE REGULATORS"
185,"0000000173","1036","BLOOD GLUCOSE REGULATORS"
186,"0000000175","1036","BLOOD GLUCOSE REGULATORS"
187,"0000000176","1036","BLOOD GLUCOSE REGULATORS"
188,"0000000178","1036","BLOOD GLUCOSE REGULATORS"
189,"0000000180","1036","BLOOD GLUCOSE REGULATORS"
190,"0000157586","1036","BLOOD GLUCOSE REGULATORS"
191,"0000000184","1036","BLOOD GLUCOSE REGULATORS"
192,"0000000186","1036","BLOOD GLUCOSE REGULATORS"
193,"0000000186","1036","BLOOD GLUCOSE REGULATORS"
194,"0000185925","1036","BLOOD GLUCOSE REGULATORS"
195,"0000201266","1036","BLOOD GLUCOSE REGULATORS"
196,"0000201266","1036","BLOOD GLUCOSE REGULATORS"
197,"0000239955","0347","CEPHALOSPORINS"
198,"0000079153","1036","BLOOD GLUCOSE REGULATORS"
199,"0000000199","0346","PENICILLINS"
200,"0000000200","0346","PENICILLINS"
201,"0000000202","0347","CEPHALOSPORINS"
202,"0000000203","0347","CEPHALOSPORINS"
203,"0000000204","0346","PENICILLINS"
204,"0000000205","0346","PENICILLINS"
205,"0000105069","0346","PENICILLINS"
206,"0000000207","0346","PENICILLINS"
207,"0000000213","1265","DERMATOLOGICS"
208,"0000000216","0506","ANTIHYPERTENSIVES"
209,"0000000217","0503","ANTIANGINALS"
210,"0000000217","0506","ANTIHYPERTENSIVES"
211,"0000000219","0503","ANTIANGINALS"
212,"0000000219","0506","ANTIHYPERTENSIVES"
213,"0000000220","0503","ANTIANGINALS"
214,"0000000220","0506","ANTIHYPERTENSIVES"
215,"0000000221","0503","ANTIANGINALS"
216,"0000000221","0506","ANTIHYPERTENSIVES"
217,"0000000222","1265","DERMATOLOGICS"
218,"0000000223","1265","DERMATOLOGICS"
219,"0000000224","1034","ESTROGENS/PROGESTINS"
220,"0000000226","0506","ANTIHYPERTENSIVES"
221,"0000000227","0506","ANTIHYPERTENSIVES"
222,"0000000228","1032","ADRENAL CORTICOSTEROIDS"
223,"0000000234","1034","ESTROGENS/PROGESTINS"
224,"0000000236","0506","ANTIHYPERTENSIVES"
225,"0000000236","0507","DIURETICS"
226,"0000000237","1034","ESTROGENS/PROGESTINS"
227,"0000000238","0506","ANTIHYPERTENSIVES"
228,"0000000240","0506","ANTIHYPERTENSIVES"
229,"0000000242","0506","ANTIHYPERTENSIVES"
230,"0000000244","0358","ANTIFUNGALS"
231,"0000000244","1265","DERMATOLOGICS"
232,"0000000245","0358","ANTIFUNGALS"
233,"0000000245","1265","DERMATOLOGICS"
234,"0000000248","1032","ADRENAL CORTICOSTEROIDS"
235,"0000000248","1032","ADRENAL CORTICOSTEROIDS"
236,"0000000249","0502","ANTIARRHYTHMICS"
237,"0000000250","0502","ANTIARRHYTHMICS"
238,"0000000251","0358","ANTIFUNGALS"
239,"0000103599","0502","ANTIARRHYTHMICS"
240,"0000000254","0506","ANTIHYPERTENSIVES"
241,"0000000255","0506","ANTIHYPERTENSIVES"
242,"0000000261","0514","ACE INHIBITORS"
243,"0000000262","0506","ANTIHYPERTENSIVES"
244,"0000000263","1032","ADRENAL CORTICOSTEROIDS"
245,"0000000265","1265","DERMATOLOGICS"
246,"0000000266","1265","DERMATOLOGICS"
247,"0000000267","1265","DERMATOLOGICS"
248,"0000000268","1265","DERMATOLOGICS"
249,"0000000269","1265","DERMATOLOGICS"
250,"0000000275","0408","DEFICIENCY ANEMIAS"
251,"0000000275","0913","VITAMINS/MINERALS"
252,"0000000276","0358","ANTIFUNGALS"
253,"0000000278","1265","DERMATOLOGICS"
254,"0000000282","1265","DERMATOLOGICS"
255,"0000000283","0358","ANTIFUNGALS"
256,"0000000286","0358","ANTIFUNGALS"
257,"0000000287","1265","DERMATOLOGICS"
258,"0000000290","0506","ANTIHYPERTENSIVES"
259,"0000000290","0507","DIURETICS"
260,"0000000294","0356","ANTIMYCOBACTERIALS (INCL ANTI LEPROSY)"
261,"0000000301","0346","PENICILLINS"
262,"0000000302","0346","PENICILLINS"
263,"0000000304","1479","ANTINEOPLASTICS"
264,"0000000304","1033","ANDROGENS/ANABOLIC STEROIDS"
265,"0000000315","0502","ANTIARRHYTHMICS"
266,"0000000316","0502","ANTIARRHYTHMICS"
267,"0000000319","0502","ANTIARRHYTHMICS"
268,"0000000323","0628","ANTIPSYCHOTICS/ANTIMANICS"
269,"0000000323","1671","VERTIGO/MOTION SICKNESS/VOMITING"
270,"0000000327","0350","TETRACYCLINES"
271,"0000000332","1479","ANTINEOPLASTICS"
272,"0000000332","1479","ANTINEOPLASTICS"
273,"0000000337","0628","ANTIPSYCHOTICS/ANTIMANICS"
274,"0000000337","1671","VERTIGO/MOTION SICKNESS/VOMITING"
275,"0000000342","0628","ANTIPSYCHOTICS/ANTIMANICS"
276,"0000000342","1671","VERTIGO/MOTION SICKNESS/VOMITING"
277,"0000000342","0628","ANTIPSYCHOTICS/ANTIMANICS"
278,"0000000343","0346","PENICILLINS"
279,"0000000344","0346","PENICILLINS"
280,"0000000347","0347","CEPHALOSPORINS"
281,"0000000363","1265","DERMATOLOGICS"
282,"0000000365","1265","DERMATOLOGICS"
283,"0000000368","0346","PENICILLINS"
284,"0000000368","0346","PENICILLINS"
285,"0000000369","0346","PENICILLINS"
286,"0000000369","0346","PENICILLINS"
287,"0000089381","0388","ANTIVIRALS"
288,"0000089387","0388","ANTIVIRALS"
289,"0000089382","0388","ANTIVIRALS"
290,"0000089383","0388","ANTIVIRALS"
291,"0000089383","0388","ANTIVIRALS"
292,"0000161489","0388","ANTIVIRALS"
293,"0000000392","0352","AMINOGLYCOSIDES"
294,"0000103597","0912","HYPERLIPIDEMIA"
295,"0000253573","0500","CARDIOVASCULAR-RENAL"
296,"0000253573","0912","HYPERLIPIDEMIA"
297,"0000253573","0912","HYPERLIPIDEMIA"
298,"0000253560","0500","CARDIOVASCULAR-RENAL"
299,"0000253560","0912","HYPERLIPIDEMIA"
300,"0000253560","0912","HYPERLIPIDEMIA"
301,"0000253729","0912","HYPERLIPIDEMIA"
302,"0000253568","0500","CARDIOVASCULAR-RENAL"
303,"0000253568","0912","HYPERLIPIDEMIA"
304,"0000103590","0912","HYPERLIPIDEMIA"
305,"0000103590","0912","HYPERLIPIDEMIA"
306,"0000253570","0500","CARDIOVASCULAR-RENAL"
307,"0000114690","0912","HYPERLIPIDEMIA"
308,"0000181140","1479","ANTINEOPLASTICS"
309,"0000181141","1479","ANTINEOPLASTICS"
310,"0000181162","1479","ANTINEOPLASTICS"
311,"0000144874","0409","ANTICOAGULANTS/THROMBOLYTICS"
312,"0000163690","1727","NSAID"
313,"0000221715","0388","ANTIVIRALS"
314,"0000000452","1374","ANTICONVULSANTS"
315,"0000000453","1374","ANTICONVULSANTS"
316,"0000244740","0388","ANTIVIRALS"
317,"0000000458","1374","ANTICONVULSANTS"
318,"0000000461","0507","DIURETICS"
319,"0000000462","0507","DIURETICS"
320,"0000000465","0916","CALCIUM METABOLISM"
321,"0000000466","0916","CALCIUM METABOLISM"
322,"0000000468","1265","DERMATOLOGICS"
323,"0000000469","1265","DERMATOLOGICS"
324,"0000000470","1860","ANTIPROTOZOALS"
325,"0000000472","1265","DERMATOLOGICS"
326,"0000000473","1860","ANTIPROTOZOALS"
327,"0000144846","0510","CALCIUM CHANNEL BLOCKERS"
328,"0000167114","0510","CALCIUM CHANNEL BLOCKERS"
329,"0000167115","0510","CALCIUM CHANNEL BLOCKERS"
330,"0000000476","0388","ANTIVIRALS"
331,"0000000477","0388","ANTIVIRALS"
332,"0000240530","0635","ANTIEMETICS"
333,"0000114091","0388","ANTIVIRALS"
334,"0000171726","0388","ANTIVIRALS"
335,"0000114090","1479","ANTINEOPLASTICS"
336,"0000193164","0631","ANOREXIANTS/CNS STIMULANTS"
337,"0000115427","1181","IMMUNOMODULATORS"
338,"0000115427","1181","IMMUNOMODULATORS"
339,"0000169766","1181","IMMUNOMODULATORS"
340,"0000186765","1181","IMMUNOMODULATORS"
341,"0000210764","0507","DIURETICS"
342,"0000182426","0507","DIURETICS"
343,"0000182428","0507","DIURETICS"
344,"0000182429","0507","DIURETICS"
345,"0000191733","0507","DIURETICS"
346,"0000191734","0507","DIURETICS"
347,"0000115429","0388","ANTIVIRALS"
348,"0000173223","1720","ANALGESICS, GENERAL"
349,"0000173223","1727","NSAID"
350,"0000175610","0388","ANTIVIRALS"
351,"0000224499","1265","DERMATOLOGICS"
352,"0000224498","1265","DERMATOLOGICS"
353,"0000162259","0507","DIURETICS"
354,"0000162255","0507","DIURETICS"
355,"0000162256","0507","DIURETICS"
356,"0000184295","1181","IMMUNOMODULATORS"
357,"0000241975","0388","ANTIVIRALS"
358,"0000173563","1480","HORMONAL/BIOLOGICAL RESPONSE MODIFIERS"
359,"0000199983","0388","ANTIVIRALS"
360,"0000216831","1945","COLD REMEDIES"
361,"0000000480","0353","SULFONAMIDES/RELATED COMPOUNDS"
362,"0000178176","1479","ANTINEOPLASTICS"
363,"0000178177","1479","ANTINEOPLASTICS"
364,"0000000514","0347","CEPHALOSPORINS"
365,"0000000515","0347","CEPHALOSPORINS"
366,"0000000516","0347","CEPHALOSPORINS"
367,"0000000517","0347","CEPHALOSPORINS"
368,"0000000521","0347","CEPHALOSPORINS"
369,"0000000534","0347","CEPHALOSPORINS"
370,"0000000534","0347","CEPHALOSPORINS"
371,"0000000535","0347","CEPHALOSPORINS"
372,"0000157796","1479","ANTINEOPLASTICS"
373,"0000157793","1479","ANTINEOPLASTICS"
374,"0000184640","1479","ANTINEOPLASTICS"
375,"0000184638","1479","ANTINEOPLASTICS"
376,"0000184639","1479","ANTINEOPLASTICS"
377,"0000173219","1727","NSAID"
378,"0000173234","1724","ANTIARTHRITICS"
379,"0000173235","1727","NSAID"
380,"0000173235","1724","ANTIARTHRITICS"
381,"0000173238","1720","ANALGESICS, GENERAL"
382,"0000173220","1722","ANALGESICS-NON-NARCOTIC"
383,"0000173220","1727","NSAID"
384,"0000196110","1724","ANTIARTHRITICS"
385,"0000077350","0281","ANTIDOTES, SPECIFIC"
386,"0000079355","0281","ANTIDOTES, SPECIFIC"
387,"0000114085","1722","ANALGESICS-NON-NARCOTIC"
388,"0000115430","0388","ANTIVIRALS"
389,"0000115430","0388","ANTIVIRALS"
390,"0000000559","0119","ANESTHESIA, ADJUNCTS TO/ANALEPTICS"
391,"0000000559","0627","ANTIANXIETY"
392,"0000188675","0916","CALCIUM METABOLISM"
393,"0000113569","1180","VACCINES/ANTISERA"
394,"0000212031","1566","GLAUCOMA"
395,"0000206639","1180","VACCINES/ANTISERA"
396,"0000000575","1180","VACCINES/ANTISERA"
397,"0000079257","0506","ANTIHYPERTENSIVES"
398,"0000079261","0506","ANTIHYPERTENSIVES"
399,"0000079265","0506","ANTIHYPERTENSIVES"
400,"0000079284","0512","BETA BLOCKERS"
401,"0000000718","0411","HEMOSTATICS"
402,"0000000722","0356","ANTIMYCOBACTERIALS (INCL ANTI LEPROSY)"
403,"0000000723","0356","ANTIMYCOBACTERIALS (INCL ANTI LEPROSY)"
404,"0000000735","0350","TETRACYCLINES"
405,"0000000736","0350","TETRACYCLINES"
406,"0000180263","0913","VITAMINS/MINERALS"
407,"0000000755","0350","TETRACYCLINES"
408,"0000000756","0350","TETRACYCLINES"
409,"0000000761","0514","ACE INHIBITORS"
410,"0000085124","0506","ANTIHYPERTENSIVES"
411,"0000000762","0506","ANTIHYPERTENSIVES"
412,"0000000764","0119","ANESTHESIA, ADJUNCTS TO/ANALEPTICS"
413,"0000000764","1371","EXTRAPYRAMIDAL MOVEMENT DISORDERS"
414,"0000000765","0630","ANTIDEPRESSANTS"
415,"0000000766","1724","ANTIARTHRITICS"
416,"0000225886","0916","CALCIUM METABOLISM"
417,"0000192345","1862","ANTHELMINTICS"
418,"0000000768","1032","ADRENAL CORTICOSTEROIDS"
419,"0000000769","0506","ANTIHYPERTENSIVES"
420,"0000000769","0507","DIURETICS"
421,"0000000770","0411","HEMOSTATICS"
422,"0000000771","0630","ANTIDEPRESSANTS"
423,"0000000774","1724","ANTIARTHRITICS"
424,"0000000775","0506","ANTIHYPERTENSIVES"
425,"0000000776","0506","ANTIHYPERTENSIVES"
426,"0000000777","0512","BETA BLOCKERS"
427,"0000000778","0119","ANESTHESIA, ADJUNCTS TO/ANALEPTICS"
428,"0000000778","1371","EXTRAPYRAMIDAL MOVEMENT DISORDERS"
429,"0000000780","1032","ADRENAL CORTICOSTEROIDS"
430,"0000000781","0507","DIURETICS"
431,"0000000782","0506","ANTIHYPERTENSIVES"
432,"0000173757","1033","ANDROGENS/ANABOLIC STEROIDS"
433,"0000000783","2087","UNCLASSIFIED"
434,"0000198710","1727","NSAID"
435,"0000225894","0916","CALCIUM METABOLISM"
436,"0000000785","0507","DIURETICS"
437,"0000000785","0915","REPL/REGS OF ELECTROLYTES/WATER BALANCE"
438,"0000000787","1032","ADRENAL CORTICOSTEROIDS"
439,"0000000788","0630","ANTIDEPRESSANTS"
440,"0000000789","0506","ANTIHYPERTENSIVES"
441,"0000000789","0507","DIURETICS"
442,"0000000790","0506","ANTIHYPERTENSIVES"
443,"0000198709","1727","NSAID"
444,"0000213105","1727","NSAID"
445,"0000176291","1940","ANTIASTHMATICS/BRONCODILATORS"
446,"0000000791","1032","ADRENAL CORTICOSTEROIDS"
447,"0000000792","0506","ANTIHYPERTENSIVES"
448,"0000000793","1371","EXTRAPYRAMIDAL MOVEMENT DISORDERS"
449,"0000000795","0506","ANTIHYPERTENSIVES"
450,"0000161277","1862","ANTHELMINTICS"
451,"0000000796","0506","ANTIHYPERTENSIVES"
452,"0000000797","0506","ANTIHYPERTENSIVES"
453,"0000082735","0506","ANTIHYPERTENSIVES"
454,"0000000799","1724","ANTIARTHRITICS"
455,"0000171141","0506","ANTIHYPERTENSIVES"
456,"0000128893","0506","ANTIHYPERTENSIVES"
457,"0000171143","0506","ANTIHYPERTENSIVES"
458,"0000171144","0506","ANTIHYPERTENSIVES"
459,"0000000800","0514","ACE INHIBITORS"
460,"0000128896","0916","CALCIUM METABOLISM"
461,"0000000801","0506","ANTIHYPERTENSIVES"
462,"0000000801","0507","DIURETICS"
463,"0000000802","1032","ADRENAL CORTICOSTEROIDS"
464,"0000000803","0506","ANTIHYPERTENSIVES"
465,"0000000803","0507","DIURETICS"
466,"0000000804","0506","ANTIHYPERTENSIVES"
467,"0000171145","0507","DIURETICS"
468,"0000171147","0507","DIURETICS"
469,"0000171146","0507","DIURETICS"
470,"0000180830","1723","ANTIMIGRAINE/OTHER HEADACHES"
471,"0000180826","1723","ANTIMIGRAINE/OTHER HEADACHES"
472,"0000176294","1940","ANTIASTHMATICS/BRONCODILATORS"
473,"0000000807","0506","ANTIHYPERTENSIVES"
474,"0000000807","0507","DIURETICS"
475,"0000000810","0506","ANTIHYPERTENSIVES"
476,"0000000811","0630","ANTIDEPRESSANTS"
477,"0000000812","0507","DIURETICS"
478,"0000000813","0630","ANTIDEPRESSANTS"
479,"0000000814","0506","ANTIHYPERTENSIVES"
480,"0000096678","0510","CALCIUM CHANNEL BLOCKERS"
481,"0000000815","0506","ANTIHYPERTENSIVES"
482,"0000000816","0506","ANTIHYPERTENSIVES"
483,"0000000817","0501","CARDIAC GLYCOSIDES"
484,"0000248426","0635","ANTIEMETICS"
485,"0000248432","0635","ANTIEMETICS"
486,"0000000821","0506","ANTIHYPERTENSIVES"
487,"0000000822","0630","ANTIDEPRESSANTS"
488,"0000099844","1371","EXTRAPYRAMIDAL MOVEMENT DISORDERS"
489,"0000182445","0912","HYPERLIPIDEMIA"
490,"0000225909","0388","ANTIVIRALS"
491,"0000155791","0388","ANTIVIRALS"
492,"0000155793","0388","ANTIVIRALS"
493,"0000225899","0388","ANTIVIRALS"
494,"0000099850","1371","EXTRAPYRAMIDAL MOVEMENT DISORDERS"
495,"0000000823","0281","ANTIDOTES, SPECIFIC"
496,"0000167770","0874","DISORDERS, ACID/PEPTIC"
497,"0000000826","1032","ADRENAL CORTICOSTEROIDS"
498,"0000000828","0506","ANTIHYPERTENSIVES"
499,"0000000829","0119","ANESTHESIA, ADJUNCTS TO/ANALEPTICS"
500,"0000000829","1371","EXTRAPYRAMIDAL MOVEMENT DISORDERS"
501,"0000000830","1371","EXTRAPYRAMIDAL MOVEMENT DISORDERS"
502,"0000000831","1371","EXTRAPYRAMIDAL MOVEMENT DISORDERS"
503,"0000000832","1371","EXTRAPYRAMIDAL MOVEMENT DISORDERS"
504,"0000000833","0281","ANTIDOTES, SPECIFIC"
505,"0000000834","0281","ANTIDOTES, SPECIFIC"
506,"0000000834","1724","ANTIARTHRITICS"
507,"0000000835","0630","ANTIDEPRESSANTS"
508,"0000000836","1724","ANTIARTHRITICS"
509,"0000000837","0506","ANTIHYPERTENSIVES"
510,"0000000838","1724","ANTIARTHRITICS"
511,"0000000838","1725","ANTIGOUT"
512,"0000000839","0506","ANTIHYPERTENSIVES"
513,"0000000840","1724","ANTIARTHRITICS"
514,"0000000841","0354","ANTISEPTICS,URINARY TRACT"
515,"0000000842","0502","ANTIARRHYTHMICS"
516,"0000000843","0502","ANTIARRHYTHMICS"
517,"0000211275","1940","ANTIASTHMATICS/BRONCODILATORS"
518,"0000000844","0506","ANTIHYPERTENSIVES"
519,"0000000845","0506","ANTIHYPERTENSIVES"
520,"0000000845","0514","ACE INHIBITORS"
521,"0000000846","0514","ACE INHIBITORS"
522,"0000106895","0506","ANTIHYPERTENSIVES"
