"0000000084","  0002","3126","250","MG","R","CAP","0000001","VANCOCIN HYDROCHLORIDE CAPSULES"
"0000000085","  0002","3144","150","MG","R","CAP","0000001","AXID CAPSULES"
"0000000086","  0002","3145","300","MG","R","CAP","0000001","AXID CAPSULES"
"0000000090","  0002","5057","125","MG/5ML","R","SUSP","0000001","CECLOR ORAL SUSPENSION"
"0000000091","  0002","5058","250","MG/5ML","R","PWD F/SUSP","0000001","CECLOR POWDER FOR ORAL SUSPENSION"
"0000000093","  0002","5130","187","MG/5ML","R","PWD F/SUSP","0000001","CECLOR ORAL SUSPENSION"
"0000000094","  0002","5132","375","MG/5ML","R","PWD F/SUSP","0000001","CECLOR ORAL SUSPENSION"
"0000000095","  0002","5135","100","MG/5ML","R","PWD F/SUSP","0000001","LORABID FOR ORAL SUSPENSION"
"0000000096","  0002","5136","200","MG/5ML","R","PWD F/SUSP","0000001","LORABID FOR ORAL SUSPENSION"
"0000000103","  0002","7040","40","MG/ML","R","INJ PWD F/SOL","0000001","NEBCIN POWDER INJECTION"
"0000000105","  0002","7061","1","GM/VIL","R","INJ PWD F/SOL","0000001","MANDOL POWDER FOR INJECTION SOLUTION"
"0000000106","  0002","7064","2","GM/VIL","R","INJ PWD F/SOL","0000001","MANDOL POWDER FOR INJECTION SOLUTION"
"0000000128","  0002","7215","500","MG/VIL","R","INJ PWD LYO F/SOL","0000001","AMYTAL SODIUM INJECTION"
"0000000129","  0002","7217","10000","UNT/ML","R","INJ SOL","0000001","HEPARIN SODIUM INJECTION"
"0000000131","  0002","7231","1","GM/VIL","R","INJ PWD F/SOL","0000001","TAZIDIME FOR INJECTION"
"0000000132","  0002","7234","2","GM/VIL","R","INJ PWD F/SOL","0000001","TAZIDIME FOR INJECTION"
"0000000135","  0002","7241","6","GM","R","INJ PWD F/SOL","0000001","TAZIDIME INJECTION"
"0000000144","  0002","7273","750","MG/VIL","R","INJ","0000001","KEFUROX POWDER FOR SOLUTION INJECTION"
"0000000151","  0002","7290","1","GM","R","INJ PWD F/SOL","0000001","TAZIDIME INJECTION"
"0000000152","  0002","7291","2","GM/VIL","R","INJ PWD F/SOL","0000001","TAZIDIME INJECTION"
"0000000153","  0002","7293","60","MG/VIL","R","INJ PWD F/SOL","0000001","NEBCIN POWDER FOR INJECTION SOLUTION"
"0000000154","  0002","7294","80","MG/VIL","R","INJ PWD F/SOL","0000001","NEBCIN POWDER FOR INJECTION SOLUTION"
"0000000157","  0002","7321","1","GM","R","INJ PWD F/SOL","0000001","VANCOCIN HCL POWDER FOR INJECTION"
"0000000158","  0002","7335","5","MG/VIL","R","LIQ INJ PWD F/SOL","0000001","HUMATROPE FOR INJECTION"
"0000000160","  0002","8030","1","MG/VIL","R","SOL","0000001","GLUCAGON EMERGENCY KIT"
"0000000165","  0002","8210","100","UNT/ML","O","INJ SOL","0000001","REGULAR ILETIN I INJECTION USP"
"0000000166","  0002","8211","100","UNT/ML","O","INJ SOL","0000001","REGULAR ILETIN II PORK"
"0000000168","  0002","8215","100","MG","R","INJ SOL","0000001","HUMULIN R INJECTION"
"0000000170","  0002","8310","100","UNT/ML","R","INJ SUSP","0000001","NPH ILETIN I SUSPENSION USP"
"0000000171","  0002","8311","100","UNT/ML","O","INJ SOL","0000001","NPH ILETIN II PORK"
"0000000173","  0002","8315","100","UNT","R","INJ","0000001","HUMULIN N INJECTION"
"0000000175","  0002","8410","100","UNT/ML","O","SOL","0000001","LENTE ILETIN I SOLUTION USP"
"0000000176","  0002","8411","100","UNT/ML","O","INJ SOL","0000001","LENTE ILETIN II PORK INJECTION"
"0000000178","  0002","8415","100","UNT/ML","O","INJ SUSP","0000001","HUMULIN L INSULIN SUSPENSION INJECTION"
"0000000180","  0002","8500","100","UNT/ML","R","INJ SOL","0000001","REGULAR ILETIN II"
"0000000184","  0002","8615","100","UNT/ML","O","INJ SUSP","0000001","HUMULIN U SUSPENSION"
"0000000186","  0002","8715","100","UNT/ML","O","INJ","0000001","HUMULIN 70 30 INSULIN INJECTION"
"0000000199","  0003","0101","250","MG","R","CAP","0029915","TRIMOX CAPSULES"
"0000000200","  0003","0109","500","MG","R","CAP","0029915","TRIMOX CAPSULES"
"0000000202","  0003","0113","250","MG","R","CAP","0029915","VELOSEF CAPSULES"
"0000000203","  0003","0114","500","MG","R","CAP","0029915","VELOSEF CAPSULES"
"0000000204","  0003","0115","250","MG","R","TAB FILM COATED","0029915","VEETIDS TABLETS"
"0000000205","  0003","0116","500","MG","R","TAB FILM COATED","0029915","VEETIDS TABLETS"
"0000000207","  0003","0134","500","MG","R","CAP","0029915","PRINCIPEN CAPSULES"
"0000000213","  0003","0173","0.025","%","R","LOTION","0029915","KENALOG LOTION"
"0000000216","  0003","0207","40","MG","R","TAB","0029915","CORGARD TABLETS"
"0000000217","  0003","0208","120","MG","R","TAB","0029915","CORGARD TABLETS"
"0000000219","  0003","0232","20","MG","R","TAB","0029915","CORGARD TABLETS"
"0000000220","  0003","0241","80","MG","R","TAB","0029915","CORGARD TABLETS"
"0000000221","  0003","0246","160","MG","R","TAB","0029915","CORGARD TABLETS"
"0000000222","  0003","0248","0.1","%","R","OINTMENT","0029915","HALOG OINTMENT"
"0000000223","  0003","0249","0.1","%","R","SOL","0029915","HALOG SOLUTION"
"0000000224","  0003","0251","40","MG/ML","R","INJ SOL","0029915","DELESTROGEN INJECTION"
"0000000226","  0003","0283","5;40","MG;MG","R","TAB","0029915","CORZIDE 40 5 TABLETS"
"0000000227","  0003","0284","5;80","MG;MG","R","TAB","0029915","CORZIDE 80 5 TABLETS"
"0000000228","  0003","0293","40","MG/ML","R","INJ SUSP","0029915","KENALOG 40 INJECTION"
"0000000234","  0003","0330","10","MG/ML","R","INJ SOL","0029915","DELESTROGEN INJECTION"
"0000000236","  0003","0338","25;15","MG;MG","R","TAB","0029915","CAPOZIDE 25/15 TABLETS"
"0000000237","  0003","0343","20","MG/ML","R","INJ SOL","0029915","DELESTROGEN INJECTION"
"0000000238","  0003","0349","25;25","MG;MG","R","TAB","0029915","CAPOZIDE 25/25 TABLETS"
"0000000240","  0003","0384","50;15","MG;MG","R","TAB","0029915","CAPOZIDE 50/15 TABLETS"
"0000000242","  0003","0390","50;25","MG;MG","R","TAB","0029915","CAPOZIDE 50/25 TABLETS"
"0000000244","  0003","0411","3","%","R","CREAM","0029915","FUNGIZONE CREAM"
"0000000245","  0003","0412","3","%","R","LOTION","0029915","FUNGIZONE LOTION"
"0000000248","  0003","0429","0.1","MG","R","TAB","0029915","FLORINEF ACETATE TABLETS"
"0000000249","  0003","0431","250","MG","R","TAB COATED","0029915","PRONESTYL TABLETS"
"0000000250","  0003","0434","375","MG","R","TAB COATED","0029915","PRONESTYL TABLETS"
"0000000251","  0003","0437","50","MG/VIL","R","INJ PWD LYO F/SOL","0029915","FUNGIZONE INTRAVENOUS INJECTION"
"0000000254","  0003","0450","12.5","MG","R","TAB","0029915","CAPOTEN TABLETS"
"0000000255","  0003","0452","25","MG","R","TAB","0029915","CAPOTEN TABLETS"
"0000000260","  0003","0466","COMBO","","R","OINTMENT","0029915","MYCOLOG II OINTMENT"
"0000000261","  0003","0482","","MG","R","TAB","0029915","CAPOTEN TABLETS"
"0000000262","  0003","0485","100","MG","R","TAB","0029915","CAPOTEN TABLETS"
"0000000263","  0003","0494","10","MG/ML","R","INJ SUSP","0029915","KENALOG 10 INJECTION"
"0000000265","  0003","0496","1","MG/GM","R","PASTE","0029915","KENALOG IN ORABASE PASTE"
"0000000266","  0003","0501","3.3","MG/50GM","R","AER SPRAY","0029915","KENALOG SPRAY"
"0000000267","  0003","0502","0.1","%","R","LOTION","0029915","KENALOG LOTION"
"0000000268","  0003","0506","0.1","%","R","CREAM","0029915","KENALOG CREAM"
"0000000269","  0003","0508","0.1","%","R","OINTMENT","0029915","KENALOG OINTMENT"
"0000000275","  0003","0535","",,"R","TAB COATED","0029915","THERAGRAN HEMATINIC TABLETS"
"0000000276","  0003","0543","200000","UNT","R","LOZENGE","0029915","MYCOSTATIN PASTILLES"
"0000000278","  0003","0566","1OOOOO;1","MG;UNT","R","CREAM","0029915","MYCOLOG II CREAM"
"0000000282","  0003","0579","100000","UNT/GM","R","CREAM","0029915","MYCOSTATIN CREAM"
"0000000283","  0003","0580","500000","UNT","R","TAB DR","0029915","MYCOSTATIN TABLETS"
"0000000286","  0003","0588","100000","UNT/ML","R","SUSP","0029915","MYCOSTATIN ORAL SUSPENSION"
"0000000287","  0003","0593","100000","UNT/GM","R","PWD","0029915","MYCOSTATIN POWDER TOPICAL"
"0000000290","  0003","0606","5","MG","R","TAB","0029915","NATURETIN TABLETS"
"0000000294","  0003","0643","100","MG/ML","R","INJ SOL","0029915","NYDRAZID INJECTION"
"0000000301","  0003","0681","125","MG/5ML","R","PWD F/SOL","0029915","VEETIDS ORAL SOLUTION"
"0000000302","  0003","0682","250","MG/5ML","R","PWD F/SOL","0029915","VEETIDS ORAL SOLUTION"
"0000000304","  0003","0690","50","MG","R","TAB","0029915","TESLAC TABLETS"
"0000000315","  0003","0757","500","MG","R","CAP","0029915","PRONESTYL CAPSULES"
"0000000316","  0003","0758","250","MG","R","CAP","0029915","PRONESTYL CAPSULES"
"0000000319","  0003","0775","500","MG","R","TAB ER","0029915","PRONESTYL SR TABLETS"
"0000000323","  0003","0801","5","MG/ML","R","LIQ","0029915","PROLIXIN LIQUID ORAL CONCENTRATE"
"0000000327","  0003","0815","125 MG/5","ML","R","SUSP","0029915","SUMYCIN SYRUP"
"0000000332","  0003","0830","500","MG","R","CAP","0029915","HYDREA CAPSULES"
"0000000337","  0003","0877","5","MG","R","TAB SUGAR COATED","0029915","PROLIXIN TABLETS"
"0000000342","  0003","0956","10","MG","R","TAB FILM COATED","0029915","PROLIXIN TABLETS"
"0000000343","  0003","0969","125","MG/5ML","R","PWD F/SUSP","0029915","PRINCIPEN FOR ORAL SUSPENSION"
"0000000344","  0003","0972","250","MG/5ML","R","PWD F/SUSP","0029915","PRINCIPEN FOR ORAL SUSPENSION"
"0000000347","  0003","1194","250","MG/5ML","R","POWDER, FO","0029915","VELOSEF FOR ORAL SUSPENSION"
"0000000362","  0003","1482","0.1","%","R","CREAM","0029915","HALOG CREAM"
"0000000363","  0003","1483","0.5","%","R","CREAM","0029915","KENALOG CREAM"
"0000000365","  0003","1494","0.1","%","R","CREAM","0029915","HALOG E CREAM"
"0000000368","  0003","1737","125","MG/5ML","R","PWD F/SUSP","0029915","TRIMOX FOR ORAL SUSPENSION"
"0000000369","  0003","1738","250","MG/5ML","R","PWD F/SUSP","0029915","TRIMOX FOR ORAL SUSPENSION"
"0000000392","  0003","2725","40","MG/ML","R","INJ SOL","0029915","TOBRAMYCIN INJECTION"
"0000000452","  0004","0058","1","MG","R","TAB","0000003","KLONOPIN TABLETS"
"0000000453","  0004","0068","0.5","MG","R","TAB","0000003","KLONOPIN TABLETS"
"0000000458","  0004","0098","2","MG","R","TAB","0000003","KLONOPIN TABLETS"
"0000000461","  0004","0121","1","MG","R","TAB","0000003","BUMEX TABLETS"
"0000000462","  0004","0125","0.5","MG","R","TAB","0000003","BUMEX TABLETS"
"0000000465","  0004","0143","0.25","MCG","R","CAP","0000003","ROCALTROL CAPSULES"
"0000000466","  0004","0144","0.5","MCG","R","CAP","0000003","ROCALTROL CAPSULES"
"0000000468","  0004","0155","10","MG","R","CAP","0000003","ACCUTANE CAPSULES"
"0000000469","  0004","0156","40","MG","R","CAP","0000003","ACCUTANE CAPSULES"
"0000000470","  0004","0161","",,"R","TAB","0000003","FANSIDAR TABLETS"
"0000000471","  0004","0162","2","MG","R","","0000003","BUMEX TABLETS"
"0000000472","  0004","0169","20","MG","R","CAP","0000003","ACCUTANE CAPSULES"
"0000000473","  0004","0172","250","MG","R","TAB","0000003","LARIAM TABLETS"
"0000000476","  0004","0220","0.375","MG","R","TAB FILM COATED","0000003","HIVID TABLETS"
"0000000477","  0004","0221","0.75","MG","R","TAB COATED","0000003","HIVID TABLETS"
"0000000480","  0004","1003","0.5","G/5ML","R","SUSP","0000003","GANTRISIN PEDIATRIC SUSPENSION"
"0000000514","  0004","1962","250","MG","R","INJ PWD F/SOL","0000003","ROCEPHIN POWDER FOR INJECTION"
"0000000515","  0004","1963","500","MG","R","INJ PWD F/SOL","0000003","ROCEPHIN POWDER FOR INJECTION"
"0000000516","  0004","1964","1","GM","R","INJ PWD F/SOL","0000003","ROCEPHIN POWDER FOR INJECTION"
"0000000517","  0004","1965","2","GM","R","INJ PWD F/SOL","0000003","ROCEPHIN POWDER FOR INJECTION"
"0000000521","  0004","1971","10","GM","R","INJ PWD F/SOL","0000003","ROCEPHIN POWDER FOR INJECTION"
"0000000534","  0004","2002","1","GM","R","INJ SOL","0000003","ROCEPHIN FOR INJECTION"
"0000000535","  0004","2003","2","GM","R","INJ","0000003","ROCEPHIN FOR INJECTION"
"0000000559","  0004","9079","100","MG/5ML","R","INJ PWD F/SOL","0000003","CHLORDIAZEPOXIDE HCL INJECTION"
"0000000575","  0005","2309","700","MCG","R","INJ SOL","0079450","PNU-IMUNE 23 VACCINE"
"0000000718","  0005","4665","500","MG","R","TAB","0079450","AMICAR TABLETS"
"0000000722","  0005","5015","100","MG","R","TAB","0079450","MYAMBUTOL TABLETS"
"0000000723","  0005","5084","400","MG","R","TAB","0079450","MYAMBUTOL TABLETS"
"0000000735","  0005","5343","50","MG","R","CAP","0079450","MINOCIN CAPSULES PELLET FILLED"
"0000000736","  0005","5344","100","MG","R","CAP","0079450","MINOCIN CAPSULES PELLET FILLED"
"0000000755","  0005","9218","150","MG","R","TAB COATED","0079450","DECLOMYCIN TABLETS"
"0000000756","  0005","9270","300","MG","R","TAB COATED","0079450","DECLOMYCIN TABLETS"
"0000000761","  0006","0014","2.5","MG","R","TAB","0000577","VASOTEC TABLETS"
"0000000762","  0006","0019","5","MG","R","TAB SOLUBLE","0000577","PRINIVIL TABLETS"
"0000000764","  0006","0021","0.5","MG","R","TAB","0000577","COGENTIN TABLETS"
"0000000765","  0006","0023","10","MG","R","TAB COATED","0000577","ELAVIL"
"0000000766","  0006","0025","25","MG","R","CAP","0000577","INDOCIN CAPSULES"
"0000000768","  0006","0041","0.5","MG","R","TAB","0000577","DECADRON"
"0000000769","  0006","0042","25","MG","R","TAB","0000577","HYDRODIURIL"
"0000000770","  0006","0043","5","MG","R","TAB","0000577","MEPHYTON TABLETS"
"0000000771","  0006","0045","25","MG","R","TAB FILM COATED","0000577","ELAVIL TABLETS"
"0000000774","  0006","0050","50","MG","R","CAP","0000577","INDOCIN CAPSULES"
"0000000775","  0006","0052","2.5","MG","R","TAB","0000577","INVERSINE"
"0000000776","  0006","0053","",,"R","TAB","0000577","HYDROPRES 25 TABLETS"
"0000000777","  0006","0059","5","MG","R","TAB","0000577","BLOCADREN TABLETS"
"0000000778","  0006","0060","2","MG","R","TAB","0000577","COGENTIN TABLETS"
"0000000780","  0006","0063","0.75","MG","R","TAB","0000577","DECADRON TABLETS"
"0000000781","  0006","0065","25","MG","R","TAB","0000577","EDECRIN TABLETS"
"0000000782","  0006","0067","",,"R","TAB","0000577","TIMOLIDE 10-25 TABLETS"
"0000000783","  0006","0072","5","MG","R","TAB FILM COATED","0000577","PROSCAR TABLETS"
"0000000785","  0006","0092","5","MG","R","TAB","0000577","MIDAMOR"
"0000000787","  0006","0097","4","MG","R","TAB","0000577","DECADRON TABLETS"
"0000000788","  0006","0102","50","MG","R","TAB FILM COATED","0000577","ELAVIL"
"0000000789","  0006","0105","50","MG","R","TAB","0000577","HYDRODIURIL"
"0000000790","  0006","0106","10","MG","R","TAB SOLUBLE","0000577","PRINIVIL TABLETS"
"0000000791","  0006","0126","5","MG","R","TAB","0000577","CORTONE"
"0000000792","  0006","0127","",,"R","TAB","0000577","HYDROPRES 50 TABLETS"
"0000000793","  0006","0129","25","MG","R","TAB","0000577","LODOSYN"
"0000000795","  0006","0136","10","MG","R","TAB","0000577","BLOCADREN TABLETS"
"0000000796","  0006","0140","12.5;20","MG;MG","R","TAB","0000577","PRINZIDE TABLETS"
"0000000797","  0006","0142","25;20","MG;MG","R","TAB","0000577","PRINZIDE TABLETS"
"0000000799","  0006","0150","50","MG","R","SUPP","0000577","INDOCIN"
"0000000800","  0006","0207","20","MG","R","TAB SOLUBLE","0000577","PRINIVIL TABLETS"
"0000000801","  0006","0214","250","MG","R","TAB","0000577","DIURIL TABLETS"
"0000000802","  0006","0219","25","MG","R","TAB","0000577","CORTONE ACETATE TABLETS"
"0000000803","  0006","0230","",,"R","TAB","0000577","DIUPRES-250 TABLETS"
"0000000804","  0006","0237","40","MG","R","TAB","0000577","PRINIVIL TABLETS"
"0000000807","  0006","0405","",,"R","TAB","0000577","DIUPRES-500 TABLETS"
"0000000810","  0006","0423","15;250","MG;MG","R","TAB FILM COATED","0000577","ALDORIL 15 TABLETS"
"0000000811","  0006","0430","75","MG","R","TAB FILM COATED","0000577","ELAVIL"
"0000000812","  0006","0432","500","MG","R","TAB","0000577","DIURIL TABLETS"
"0000000813","  0006","0435","100","MG","R","TAB FILM COATED","0000577","ELAVIL"
"0000000814","  0006","0437","20","MG","R","TAB","0000577","BLOCADREN TABLETS"
"0000000815","  0006","0451","5","MG","R","TAB ER","0000577","PLENDIL TABLETS"
"0000000816","  0006","0452","10","MG","R","TAB ER","0000577","PLENDIL TABLETS"
"0000000817","  0006","0456","25;250","MG;MG","R","TAB FILM COATED","0000577","ALDORIL 25 TABLETS"
"0000000821","  0006","0516","500","MG","R","TAB FILM COATED","0000577","ALDOMET TABLETS"
"0000000822","  0006","0517","50;4","MG;MG","R","TAB FILM COATED","0000577","TRIAVIL 4-50 TABLETS"
"0000000823","  0006","0602","250","MG","R","CAP","0000577","CUPRIMINE CAPSULES"
"0000000826","  0006","0619","10","MG","R","TAB","0000577","HYDROCORTONE TABLETS"
"0000000828","  0006","0634","250;250","MG;MG","R","TAB FILM COATED","0000577","ALDOCLOR TABLETS"
"0000000829","  0006","0635","1","MG","R","TAB","0000577","COGENTIN TABLETS"
"0000000830","  0006","0647","10;100","MG;MG","R","TAB","0000577","SINEMET 10-100 TABLETS"
"0000000831","  0006","0650","",,"R","TAB","0000577","SINEMET 25-100 TABLETS"
"0000000832","  0006","0654","",,"R","TAB","0000577","SINEMET 25-250 TABLETS"
"0000000833","  0006","0661","250","MG","R","CAP","0000577","SYPRINE CAPSULES"
"0000000834","  0006","0672","125","MG","R","CAP","0000577","CUPRIMINE"
"0000000835","  0006","0673","150","MG","R","TAB FILM COATED","0000577","ELAVIL"
"0000000836","  0006","0675","250","MG","R","TAB FILM COATED","0000577","DOLOBID TABLETS"
"0000000837","  0006","0690","250","MG","R","CAP","0000577","DEMSER"
"0000000838","  0006","0693","75","MG","R","CAP ER","0000577","INDOCIN SR"
"0000000839","  0006","0694","30;500","MG;MG","R","TAB COATED","0000577","ALDORIL D30 TABLETS"
"0000000840","  0006","0697","500","MG","R","TAB FILM COATED","0000577","DOLOBID TABLETS"
"0000000841","  0006","0705","400","MG","R","TAB FILM COATED","0000577","NOROXIN"
"0000000842","  0006","0707","400","MG","R","TAB FILM COATED","0000577","TONOCARD TABLETS"
"0000000843","  0006","0709","600","MG","R","TAB COATED","0000577","TONOCARD"
"0000000844","  0006","0712","5","MG","R","TAB","0000577","VASOTEC TABLETS"
"0000000845","  0006","0713","10","MG","R","TAB","0000577","VASOTEC TABLETS"
"0000000846","  0006","0714","20","MG","R","TAB","0000577","VASOTEC TABLETS"
"0000000847","  0006","0720","10;25","MG;MG","R","TAB","0000577","ENALAPRIL MALEATE HYDROCHLOROTHIAZIDE TABLETS"
"0000000848","  0006","0726","5","MG","R","TAB FILM COATED","0000577","ZOCOR TABLETS"
"0000000849","  0006","0730","10","MG","R","TAB","0000577","MEVACOR TABLETS"
"0000000850","  0006","0731","20","MG","R","TAB","0000577","MEVACOR TABLETS"
"0000000851","  0006","0732","40","MG","R","TAB","0000577","MEVACOR TABLETS"
"0000000852","  0006","0735","10","MG","R","TAB FILM COATED","0000577","ZOCOR TABLETS"
"0000000853","  0006","0740","20","MG","R","TAB FILM COATED","0000577","ZOCOR TABLETS"
"0000000854","  0006","0742","20","MG","R","CAP DR","0000577","PRILOSEC CAPSULES"
"0000000855","  0006","0749","40","MG","R","TAB FILM COATED","0000577","ZOCOR TABLETS"
"0000000856","  0006","0907","500","MG","R","TAB CHEW","0000577","MINTEZOL TABLETS CHEWABLE"
"0000000857","  0006","0914","10;2","MG;MG","R","TAB FILM COATED","0000577","TRIAVIL 2-10 TABLETS"
"0000000858","  0006","0917","5;50","MG;MG","R","TAB","0000577","MODURETIC TABLETS"
"0000000859","  0006","0921","25;2","MG;MG","R","TAB FILM COATED","0000577","TRIAVIL 2-25 TABLETS"
"0000000860","  0006","0931","10","MG","R","TAB FILM COATED","0000577","FLEXERIL TABLETS"
"0000000861","  0006","0934","10;4","MG;MG","R","TAB FILM COATED","0000577","TRIAVIL 4-10 TABLETS"
"0000000862","  0006","0935","50;500","MG;MG","R","TAB FILM COATED","0000577","ALDORIL D50 TABLETS"
"0000000863","  0006","0941","150","MG","R","TAB","0000577","CLINORIL"
"0000000864","  0006","0942","200","MG","R","TAB","0000577","CLINORIL TABLETS"
"0000000865","  0006","0946","25;4","MG;MG","R","TAB FILM COATED","0000577","TRIAVIL 4-25 TABLETS"
"0000000866","  0006","0963","20","MG","R","TAB FILM COATED","0000577","PEPCID TABLETS"
"0000000867","  0006","0964","40","MG","R","TAB COATED","0000577","PEPCID TABLETS"
"0000000868","  0006","3222","10","MG/ML","R","INJ SOL","0000577","ARAMINE INJECTION"
"0000000869","  0006","3239","250","MG/5CC","R","SUSP","0000577","DIURIL"
"0000000870","  0006","3250","500","MG/CC","R","INJ PWD F/SOL","0000577","DIURIL"
"0000000871","  0006","3255","0.125","%","R","SOL","0000577","HUMORSOL"
"0000000872","  0006","3267","0.25","%","R","SOL","0000577","HUMORSOL"
"0000000873","  0006","3275","1","MG/CC","R","INJ SOL","0000577","COGENTIN"
"0000000874","  0006","3286","10","MG/CC","R","INJ SOL","0000577","TRYPTANOL"
"0000000875","  0006","3289","2","MG/5CC","R","SYRUP","0000577","PERIACTIN"
"0000000877","  0006","3298","0.5","MG/CC","R","INJ PWD F/SOL","0000577","COSMEGEN INJECTION"
"0000000878","  0006","3330","50","MG","R","INJ PWD F/SOL","0000577","SODIUM EDECRIN"
"0000000879","  0006","3331","500","MG/5CC","R","SUSP","0000577","MINTEZOL INJECTION"
"0000000880","  0006","3356","1","GM/VIL","R","INJ PWD F/SOL","0000577","MEFOXIN INJECTION"
"0000000881","  0006","3357","2","GM/VIL","R","INJ PWD F/SOL","0000577","MEFOXIN INJECTION"
"0000000882","  0006","3366","0.25","%","R","SOL","0000577","TIMOPTIC SOLUTION OPHTHALMIC OCUMETER"
"0000000883","  0006","3367","0.5","%","R","SOL","0000577","TIMOPTIC OCUMETER SOLUTION OPHTHALMIC"
"0000000886","  0006","3376","25","MG/5ML","R","SUSP","0000577","INDOCIN ORAL SUSPENSION"
"0000000887","  0006","3380","5","MG/UNT","R","INSERT ER","0000577","LACRISERT INSERTS"
"0000000889","  0006","3388","10","GM/VIL","R","INJ PWD F/SOL","0000577","MEFOXIN INJECTION"
"0000000890","  0006","3395","20","%","R","INJ SOL","0000577","SODIUM AMINOHIPPURATE"
"0000000891","  0006","3397","25","MG","R","TAB COATED","0000577","TRYPTANOL"
"0000000892","  0006","3398","25","MG","R","CAP","0000577","INDOCID"
"0000000893","  0006","3399","10","MG","R","TAB COATED","0000577","TRYPTANOL"
"0000000894","  0006","3403","500","MG","R","TAB","0000577","CHLOTRIDE"
