98,"0000000025","02","100","BOT"
99,"0000000025","04","1000","BOT"
100,"0000244884","01","1 X 10 ML","VIAL"
101,"0000244864","01","1 X 10 ML","VIAL"
102,"0000244887","01","1 X 10 ML","VIAL"
103,"0000244888","01","1 X 10 ML","VIAL"
104,"0000245326","01","1 X 10 ML","VIAL"
105,"0000000029","02","100","BOT"
106,"0000084146","02","100","BOT"
107,"0000000031","02","100","BOT"
108,"0000000032","02","100","BOT"
109,"0000000033","01","10 ML","VIAL"
110,"0000000038","01","1 X 30 ML","VIAL"
111,"0000000039","01","1 X 50 ML","VIALM"
112,"0000000039","25","25 X 50 ML","VIALM"
113,"0000000041","01","1 X 20 ML","VIAL"
114,"0000000041","05","25 X 20 ML","VIALM"
115,"0000000045","01","10 ML","VIAL"
116,"0000000047","01","1 X 50 ML","VIALM"
117,"0000000051","25","25 X 1 GM","VIAL"
118,"0000000052","01","1 X 2 ML","VIAL"
119,"0000000052","25","25 X 2 ML","VIAL"
120,"0000000053","02","100","AMP"
121,"0000000056","01","20 ML","VIAL"
122,"0000000060","01","20 ML","VIAL"
123,"0000000063","22","200","BOT"
124,"0000000066","02","100(DISPERSIBLE)","BOT"
125,"0000163729","05","1 X 5 ML","BOT"
126,"0000163729","08","1 X 8 ML","BOT"
127,"0000163729","15","1 X 15 ML","BOT"
128,"0000163729","47","15 ML","BOT"
129,"0000163729","60","60 ML","BOT"
130,"0000163729","97","60 ML","BOT"
131,"0000000071","05","16 FLO","BOT"
132,"0000000073","02","100","BOT"
133,"0000000074","02","100","BOT"
134,"0000000075","02","100","BOT"
135,"0000000076","02","100","BOT"
136,"0000000077","02","100","BOT"
137,"0000000079","05","16 FLO","BOT"
138,"0000000079","58","4 FLO","BOT"
139,"0000219366","00","1 X 2","BOX"
140,"0000219366","75","1 X 4","BLPK"
141,"0000163727","40","40","BOT"
142,"0000188595","50","50","BOT"
143,"0000000081","02","100","BOT"
144,"0000000081","15","15","BOT"
145,"0000180472","02","100","BOT"
146,"0000180472","07","2000","BOT"
147,"0000180472","11","2 X 7","BLPK"
148,"0000180472","30","30","BOT"
149,"0000180472","82","31 X 20 FLEX PAKS","BLPK"
150,"0000000082","02","100","BOT"
151,"0000000082","03","500","BOT"
152,"0000000083","42","20 X UNIT DOSE","BLPK"
153,"0000000084","42","20 UNIT DOSE","BLPK"
154,"0000000085","03","500","BOT"
155,"0000000085","33","100 (10X10)","NS"
156,"0000000085","60","60","BOT"
157,"0000000085","82","620 (20X31)","BLPK"
158,"0000000086","30","30","BOT"
159,"0000080510","11","12","BOT"
160,"0000080510","30","30","BOT"
161,"0000210171","07","2000","BOT"
162,"0000210171","14","2 X 7","BLPK"
163,"0000210171","45","1 X 28","BLPK"
164,"0000216953","07","2000","BOT"
165,"0000216953","45","4 X 7","BLPK"
166,"0000210128","14","2 X 7","BLPK"
167,"0000210128","45","1 X 28","BLPK"
168,"0000243871","30","30","BOT"
169,"0000243880","01","14","BOT"
170,"0000243880","14","1 X 14","BOT"
171,"0000243880","30","30","BOT"
172,"0000243885","14","1 X 14","BOT"
173,"0000243885","24","24","BOT"
174,"0000243885","30","30","BOT"
175,"0000243877","01","1 X 4","BLPK"
176,"0000243877","30","30","BOT"
177,"0000243887","14","1 X 14","BOT"
178,"0000243887","30","30","BOT"
179,"0000191118","02","100","BOT"
180,"0000191118","11","2 X 7 TABLETS","BLPK"
181,"0000191118","30","30","BOT"
182,"0000155425","04","1000","BOT"
183,"0000155425","07","1 X 7","BLPK"
184,"0000155425","14","2 X 7 BLISTER","BOX"
185,"0000155425","33","100","BLPK"
186,"0000155425","60","60","BOT"
187,"0000155421","04","1000","BOT"
188,"0000155421","33","100","BLPK"
189,"0000155421","60","60","BOT"
190,"0000155420","04","1000","BOT"
191,"0000155420","07","1 X 7","BLPK"
192,"0000155420","14","2 X 7","BLPK"
193,"0000155420","33","100","BLPK"
194,"0000155420","60","60","BOT"
195,"0000172498","01","1 X 7","BLPK"
196,"0000172498","02","100","BOT"
197,"0000172498","07","2000","BOT"
198,"0000172498","30","30","BOT"
199,"0000107136","60","60","BOT"
200,"0000197960","04","1000","BOT"
201,"0000197960","14","2 X 7","BOT"
202,"0000197960","30","30","BOT"
203,"0000197960","33","100 BLPK","BOX"
204,"0000197960","60","60","BOT"
205,"0000206676","07","1 X 7","BLPK"
206,"0000206676","85","30","BLPK"
207,"0000206674","07","1 X 7","BLPK"
208,"0000206674","85","30","BLPK"
209,"0000231454","07","7 X 1","BLPK"
210,"0000231454","85","30","BLPK"
211,"0000231119","07","7 X 1","BLPK"
212,"0000231119","85","30","BLPK"
213,"0000000090","18","75 ML","BOT"
214,"0000000090","68","150 ML","BOT"
215,"0000000091","18","75 ML","BOT"
216,"0000000091","68","150 ML","BOT"
217,"0000188218","58","120 ML","BOT"
218,"0000000093","48","100 ML","BOT"
219,"0000000093","87","50 ML","BOT"
220,"0000000094","07","1 X 50 ML","BOT"
221,"0000000094","48","100 ML","BOT"
222,"0000000095","48","1 X 100 ML","BOT"
223,"0000000095","87","1 X 50 ML","BOT"
224,"0000000096","18","1 X 75 ML","BOT"
225,"0000000096","48","1 X 100 ML","BOT"
226,"0000000096","87","1 X 50 ML","BOT"
227,"0000163731","01","1 X 20 ML","VIALS"
228,"0000163731","10","10 X 20 ML","VIALS"
229,"0000104928","10","10 X 100ML","VIAL"
230,"0000166187","30","30 GM","TUBE"
231,"0000166187","60","60 GM","TUBE"
232,"0000166186","08","1 X 8 ML","TUBE"
233,"0000166186","15","15 GM","TUBE"
234,"0000166186","30","30 GM","TUBE"
235,"0000166186","60","60 GM","TUBE"
236,"0000166188","30","30 GM","TUBE"
237,"0000166188","60","60 GM","TUBE"
238,"0000159581","15","15 GM","TUBE"
239,"0000159581","30","30 GM","TUBE"
240,"0000159581","47","15 GM","TUBE"
241,"0000159581","60","60 GM","TUBE"
242,"0000159581","67","30 GM","TUBE"
243,"0000159581","97","60 GM","TUBE"
244,"0000000103","16","6 X 40 ML","VIAL"
245,"0000000105","25","10 ML","VIAL"
246,"0000000106","10","10 X 20 ML","VIAL"
247,"0000091440","01","5 ML","VIAL"
248,"0000000128","10","10 X 10 ML","VIAL"
249,"0000000128","25","25 X 10 ML","VIAL"
250,"0000000129","01","1 X 5 ML","VIAL"
251,"0000000131","01","1 GM","VIAL"
252,"0000000131","25","1 X 25 VIALS","CRTN"
253,"0000000132","01","2 GM","VIAL"
254,"0000000132","10","1 X 10 VIALS","CRTN"
255,"0000000135","01","6 GM","VIAL"
256,"0000000135","16","1 X 6 VIALS","CRTN"
257,"0000000144","01","750 MG","VIAL"
258,"0000000144","10","10 X 100 ML(TRAYPAK)","VIAL"
259,"0000000151","01","1 GM","VIAL"
260,"0000000151","25","25 X 1 GM","VIAL"
261,"0000000152","01","2 GM","VIAL"
262,"0000000152","10","10 X 2 GM","VIAL"
263,"0000000153","25","6 ML X 25","VIAL"
264,"0000000154","25","25 X 8 ML","VIAL"
265,"0000000157","25","25 X 1 GM VIAL","BOX"
266,"0000000158","01","1 X 5 MG","VIAL"
267,"0000000158","16","1 X 5 ML","VIAL"
268,"0000218981","03","1 X 100 ML","BOT"
269,"0000218971","01","1 X 50 ML","BOT"
270,"0000218971","03","1 X 100 ML","BOT"
271,"0000134996","01","1 X 10 ML","VIALS"
272,"0000135021","01","1 X 50 ML","VIAL"
273,"0000143535","01","1 X 10 ML","VIAL"
274,"0000215314","01","10 ML","VIAL"
275,"0000143544","59","5 X 1.5 ML CTG","CTG"
276,"0000196817","01","1","SYR"
277,"0000228573","01","5 ML","VIAL"
278,"0000228576","01","20 ML","VIAL"
279,"0000175359","01","1","KIT"
280,"0000000160","01","1","KIT"
281,"0000188940","01","1 KIT","PKGCO"
282,"0000195005","01","1","SYR"
283,"0000195005","02","1 CARTRIDGE","VIAL"
284,"0000000165","01","10 ML","VIAL"
285,"0000000166","01","10 ML","BOT"
286,"0000000168","01","1 X 10 ML","VIAL"
287,"0000000170","01","10 ML","VIAL"
288,"0000000171","01","10 ML","BOT"
289,"0000000173","01","10 ML","VIAL"
290,"0000000175","01","10 ML","VIAL"
291,"0000000176","01","1 X 10 ML","VIAL"
292,"0000000178","01","10 ML","VIAL"
293,"0000000180","01","20 ML","BOT"
294,"0000157586","01","1 X 20 ML","VIAL"
295,"0000000184","01","1 X 10 ML","VIAL"
296,"0000000186","01","1  X 10 ML","VIAL"
297,"0000186798","01","1 PEN","VIAL"
298,"0000186798","59","5 X 3.0 ML PEN","VIAL"
299,"0000185925","01","1 X 3.0 ML(PEN)","CTG"
300,"0000185925","05","5 X 3 ML","CTG"
301,"0000185925","59","5 X 3.0 ML(PEN)","CTG"
302,"0000233720","59","5 X 3 ML","AP"
303,"0000201266","59","5 X 3 ML","CTR"
304,"0000243969","01","1 X 3ML","BOX"
305,"0000239955","25","750 MG","VIAL"
306,"0000239947","10","1.5 GM","VIAL"
307,"0000079153","01","10 ML","VIAL"
308,"0000240066","25","25 TRAYPAK","VIAL"
309,"0000000199","20","12 X 30","BOT"
310,"0000000199","50","100","BOT"
311,"0000000199","51","100","CRTN"
312,"0000000199","60","500","BOT"
313,"0000000200","20","12 X 30","BOT"
314,"0000000200","51","100","BOXUD"
315,"0000000200","55","100","BOT"
316,"0000000200","60","500","BOT"
317,"0000000200","70","3000","BOT"
318,"0000000202","24","24","BOT"
319,"0000000202","50","100","BOT"
320,"0000000203","26","24","BOT"
321,"0000000203","50","100","BOT"
322,"0000000204","50","100 TABLETS","BOT"
323,"0000000204","75","1000 TABLETS","BOT"
324,"0000000205","50","100","BOT"
325,"0000000205","75","1000","BOT"
326,"0000105069","50","100","BOT"
327,"0000105069","51","100 UNIT DOSE","CRTN"
328,"0000105069","60","500","BOT"
329,"0000000207","50","100 CAPSULES","BOT"
330,"0000000207","51","100 CAPSULES UNIMATIC","CRTN"
331,"0000000207","60","500 CAPSULES","BOT"
332,"0000000213","60","60 ML","BOT"
333,"0000000216","50","100","BOT"
334,"0000000216","53","100","PKT"
335,"0000000216","67","2 X 7","BLPK"
336,"0000000216","76","1000","BOT"
337,"0000000217","50","100","BOT"
338,"0000000217","76","1000","BOT"
339,"0000000219","15","2 X 7","BLPK"
340,"0000000219","50","100","BOT"
341,"0000000219","51","100","PKG"
342,"0000000220","50","100","BOT"
343,"0000000220","55","100","PKT"
344,"0000000220","76","1000","BOT"
345,"0000000221","49","100","BOT"
346,"0000000222","15","15 GM","TUBE"
347,"0000000222","20","30 GM","TUBE"
348,"0000000222","30","60 GM","TUBE"
349,"0000000222","37","1 X 144","TUBE"
350,"0000000222","40","240 GM","JAR"
351,"0000000223","01","12 X 5 ML","BOT"
352,"0000000223","15","20 ML","BOT"
353,"0000000223","20","60 ML","BOT"
354,"0000000224","50","5 ML","VIAL"
355,"0000000226","16","2 X 7","BLPK"
356,"0000000226","50","100","BOT"
357,"0000000227","50","100","BOT"
358,"0000000228","05","1 ML","VIAL"
359,"0000000228","20","5 ML","VIAL"
360,"0000000228","28","10 ML","VIAL"
361,"0000000234","50","5 ML","VIAL"
362,"0000000236","10","4 X 6","BOX"
363,"0000000236","30","2 X 7","BLPK"
364,"0000000236","50","100","BOT"
365,"0000000236","92","3 X 6","BLPK"
366,"0000000237","50","5 ML","VIAL"
367,"0000000238","50","100","BOT"
368,"0000000240","50","100","BOT"
369,"0000000242","46","2 X 7","BLPK"
370,"0000000242","50","100","BOT"
371,"0000000242","92","3 X 6","BLPK"
372,"0000000244","20","20 GM","TUBE"
373,"0000000245","30","30 ML","BOT"
374,"0000000248","50","100","BOT"
375,"0000000249","50","100","BOT"
376,"0000000250","50","100","BOT"
377,"0000000251","30","1 X 50MG","VIAL"
378,"0000103599","50","100","BOT"
379,"0000000254","51","100","BOXUD"
380,"0000000254","54","100","BOT"
381,"0000000254","75","1000","BOT"
382,"0000000255","50","100","BOT"
383,"0000000255","51","100","BOXUD"
384,"0000000255","94","3 X 6","BLPK"
385,"0000000255","95","3 X 6","BLPK"
386,"0000000260","30","15 GM","TUBE"
387,"0000000260","60","30 GM","TUBE"
388,"0000000260","65","60 GM","TUBE"
389,"0000000261","50","100","BOT"
390,"0000000261","51","100","BOXUD"
391,"0000000261","75","1000","BOT"
392,"0000000262","50","100","BOT"
393,"0000000263","20","5 ML","VIAL"
394,"0000000265","20","5 GM","TUBE"
395,"0000000266","62","63 GM","CAN"
396,"0000000267","70","60 ML","BOT"
397,"0000000268","20","15 GM","TUBE"
398,"0000000268","46","60 GM","TUBE"
399,"0000000268","49","80 GM","TUBE"
400,"0000000269","20","15 GM","TUBE"
401,"0000000269","56","60 GM","TUBE"
402,"0000000275","36","90","BLPK"
403,"0000000276","20","30","CRTN"
404,"0000000278","30","15 GM","TUBE"
405,"0000000278","60","30 GM","TUBE"
406,"0000000278","65","60 GM","TUBE"
407,"0000000282","20","15 GM","TUBE"
408,"0000000282","31","30 GM","TUBE"
409,"0000000283","53","100","BOT"
410,"0000000286","10","16 FLO","BOT"
411,"0000000286","60","60 ML","BOT"
412,"0000000287","05","5 GM","BOT"
413,"0000000287","20","15 GM","BOT"
414,"0000000287","42","95 KG","CTR"
415,"0000000290","50","100","BOT"
416,"0000000294","50","10 ML","VIAL"
417,"0000000301","44","100 ML","BOT"
418,"0000000301","54","200 ML","BOT"
419,"0000000302","44","100 ML","BOT"
420,"0000000302","54","200 ML","BOT"
421,"0000000304","50","100","BOT"
422,"0000000315","50","100","BOT"
423,"0000000316","50","100","BOT"
424,"0000000319","50","100","BOT"
425,"0000000323","10","120 ML","BOTDR"
426,"0000000327","50","473 ML","BOT"
427,"0000000332","50","100","BOT"
428,"0000000337","50","100","BOT"
429,"0000000342","50","100","BOT"
430,"0000000343","09","100 ML","BOT"
431,"0000000343","33","80 ML","BOT"
432,"0000000343","61","200 ML","BOT"
433,"0000000344","41","80 ML","BOT"
434,"0000000344","52","100 ML","BOT"
435,"0000000344","61","200 ML","BOT"
436,"0000000347","50","100 ML","BOT"
437,"0000000347","80","200 ML","BOT"
438,"0000000362","03","1.5 GM","TUBE"
439,"0000000362","15","15 GM","TUBE"
440,"0000000362","20","30 GM","TUBE"
441,"0000000362","30","60 GM","TUBE"
442,"0000000362","40","240 GM","JAR"
443,"0000000362","56","24 X 1.5 GM","TUBE"
444,"0000000363","20","20 GM","TUBE"
445,"0000000365","10","5 GM","TUBE"
446,"0000000365","14","15GM","TUBE"
447,"0000000365","21","30 GM","TUBE"
448,"0000000365","31","60 GM","TUBE"
449,"0000000368","30","80 ML (RECONSTITUTED)","BOT"
450,"0000000368","40","100 ML (RECONSTITUTED)","BOT"
451,"0000000368","45","150 ML (RECONSTITUTED)","BOT"
452,"0000000369","15","15 ML(RECONSTITUTED)","BOT"
453,"0000000369","30","80 ML (RECONSTITUTED)","BOT"
454,"0000000369","40","100 ML(RECONSTITUTED)","BOT"
455,"0000000369","45","150 ML (RECONSTITUTED)","BOT"
456,"0000089381","01","60","BOT"
457,"0000089387","01","60","BOT"
458,"0000089382","01","60","BOT"
459,"0000089383","01","60","BOT"
460,"0000161489","01","200 ML","BOT"
461,"0000000392","10","25 X 2 ML","BOX"
462,"0000000392","30","30 ML","VIAL"
463,"0000000392","32","30 ML","VIAL"
464,"0000252094","12","100","BOT"
465,"0000103597","05","90","BOT"
466,"0000253573","11","30","BOX"
467,"0000253560","11","30","BOX"
468,"0000253729","11","30","BOX"
469,"0000253729","90","5","BOX"
470,"0000253568","11","30","BOX"
471,"0000253568","90","5","BOX"
472,"0000103590","05","90","BOT"
473,"0000103590","08","7 PKT","CRTN"
474,"0000103590","75","1000","BOT"
475,"0000103590","87","5","BOX"
476,"0000103590","93","4","BOT"
477,"0000103590","95","7","BOX"
478,"0000253602","11","30","BOX"
479,"0000253570","11","30","BOX"
480,"0000114690","10","90","BOT"
481,"0000114690","34","1 X 7 BLPK","CRTN"
482,"0000114690","83","5","BOX"
483,"0000114690","93","1 X 4","CRTN"
484,"0000234952","10","90","BOT"
485,"0000181140","17","60","BOTPL"
486,"0000181141","17","60","BOTPL"
487,"0000181162","17","60","BOTPL"
488,"0000144874","14","500","BOT"
489,"0000144874","22","60","BOT"
490,"0000144874","23","30","BOT"
491,"0000144874","92","2","BLPK"
492,"0000144874","99","60","BOT"
493,"0000163690","28","1 PINT","BOT"
494,"0000221715","22","60 TABLETS","BOT"
495,"0000221715","99","60","BOT"
496,"0000000452","01","100","BOT"
497,"0000000453","01","100","BOT"
498,"0000244740","94","168","BOT"
499,"0000244740","99","168","BOT"
500,"0000000458","01","100","BOT"
501,"0000000461","01","100","BOT"
502,"0000000461","11","5000","BOT"
503,"0000000461","14","500","BOT"
504,"0000000461","99","100","BOT"
505,"0000000462","01","100","BOT"
506,"0000000462","11","5000","BOT"
507,"0000000462","99","100","BOT"
508,"0000000465","01","100","BOT"
509,"0000000465","23","30","BOT"
510,"0000000465","99","100","BOT"
511,"0000000466","01","100","BOT"
512,"0000000466","99","100","BOT"
513,"0000000468","**","AS ORDERED","DRUM"
514,"0000000468","49","100 (10X10)","BLPK"
515,"0000000469","**","AS ORDERED","DRUM"
516,"0000000469","49","100 (10 X 10)","BLPK"
517,"0000000470","03","25","BLPK"
518,"0000000471","01","100","BOT"
519,"0000000471","11","5000","BOT"
520,"0000000471","99","100","BOT"
521,"0000000472","49","100 (10X10)","BLPK"
522,"0000000473","02","25","CRTN"
523,"0000144846","22","60","BOT"
524,"0000144846","91","200","BOT"
525,"0000144868","22","60","BOT"
526,"0000144868","91","200","BOT"
527,"0000144859","22","60","BOT"
528,"0000144859","91","200","BOT"
529,"0000167114","01","100","BOT"
530,"0000167115","01","100","BOT"
531,"0000167115","14","500","BOT"
532,"0000000476","01","100","BOT"
533,"0000000477","01","100","BOT"
534,"0000240530","09","30 ML","BOT"
535,"0000114091","15","270","BOT"
536,"0000114091","99","270","BOT"
537,"0000171726","48","180","BOT"
538,"0000171726","99","180","BOT"
539,"0000114090","01","100","BOT"
540,"0000193164","52","90 CAPSULES","BOT"
541,"0000193164","99","90","BOT"
542,"0000115427","01","100","BOT"
543,"0000115427","05","12 X 120","BOT"
544,"0000115427","43","500","BOT"
545,"0000169766","01","100","BOT"
546,"0000169766","43","500","BOT"
547,"0000186765","29","225 ML","BOT"
548,"0000210764","01","100","BOT"
549,"0000210764","49","100","CRTN"
550,"0000182426","01","100","BOT"
551,"0000182426","49","100","CRTN"
552,"0000182428","01","100","BOTPL"
553,"0000182428","49","100","CRTN"
554,"0000182429","01","100","BOTPL"
555,"0000182429","49","100","CRTN"
556,"0000182429","99","100","BOT"
557,"0000191733","06","10 X 2 ML","AMP"
558,"0000191734","06","10 X 5 ML","AMP"
559,"0000115429","48","180","BOT"
560,"0000173223","01","100","BOT"
561,"0000175610","48","180","BOT"
562,"0000224499","57","30","BOT"
563,"0000224498","57","30","BOT"
564,"0000224498","99","30","BOX"
565,"0000162259","01","100","BOT"
566,"0000162255","01","100","BOT"
567,"0000162256","01","100","BOT"
568,"0000184295","09","20 ML X 4","BOX"
569,"0000184295","30","20 ML","VIAL"
570,"0000241975","09","1 ML (1 X 1)","VIAL"
571,"0000241975","39","BOX OF 4","PKGCO"
572,"0000241975","99","1 ML (1 X 1)","VIAL"
573,"0000173563","09","5 ML","VIALS"
574,"0000199983","09","15","BLPK"
575,"0000199983","85","10","BLPK"
576,"0000199983","99","10 PROF COURTESY PKG","BLPK"
577,"0000216831","95","BOX OF 1","PKGCO"
578,"0000216831","96","BOX OF 1","PKGCO"
579,"0000000480","28","16 FLO","BOT"
580,"0000178176","22","60","BOT"
581,"0000178176","51","120","BOT"
582,"0000178177","16","240","BOT"
583,"0000178177","51","120","BOT"
584,"0000000514","01","6 ML VIAL","CRTN"
585,"0000000514","02","250 MG","VIALS"
586,"0000000514","99","1 X 250 MG","VIALS"
587,"0000000515","01","10 X 500 MG VIAL","CRTN"
588,"0000000515","02","500 MG","VIALS"
589,"0000000515","99","1 X 500 MG","VIALS"
590,"0000000516","01","10 X 1 GM VIAL","CRTN"
591,"0000000516","02","10 X 1 GM","CRTN"
592,"0000000516","04","1 GM","VIAL"
593,"0000000516","05","10 X 1 GM","VIAL"
594,"0000000516","99","1 X 1 GM","VIAL"
595,"0000000517","01","10 X 2 GM VIAL","CRTN"
596,"0000000517","02","10 X 2 GM","VIALP"
597,"0000000517","05","10 X 2 GM","VIAL"
598,"0000000521","01","100 ML","VIAL"
599,"0000000534","78","50 ML","CTR"
600,"0000000535","78","50 ML","CTR"
601,"0000157796","09","3 ML","VIALM"
602,"0000157793","09","1 ML","VIAL"
603,"0000184640","07","6 X 0.5 ML","BOX"
604,"0000184640","09","1 X 0.5 ML","BOX"
605,"0000184638","07","6 X 0.5 ML","BOX"
606,"0000184638","09","1 X 0.5 ML","BOX"
607,"0000184639","07","6 X 0.5 ML","BOX"
608,"0000184639","09","1 X 0.5 ML","BOX"
609,"0000173219","01","100","BOT"
610,"0000173219","14","500","BOT"
611,"0000231292","01","100","BOT"
612,"0000173234","01","100","BOT"
613,"0000173234","14","500","BOT"
614,"0000173235","01","100","BOT"
615,"0000173235","14","500","BOT"
616,"0000173238","01","100","BOT"
617,"0000173220","01","100","BOT"
618,"0000173220","99","100","BOT"
619,"0000196110","01","100","BOT"
620,"0000196110","99","100","BOT"
621,"0000077350","06","10 X 5 ML","BOX"
622,"0000079355","06","10 X 10 ML","VIAL"
623,"0000114085","06","10 X 1 ML","CTG"
624,"0000115430","03","10 ML X 25","VIAL"
625,"0000000559","**","AS ORDERED","AMP"
626,"0000000559","00","25 X 5 ML","AMP"
627,"0000188675","00","15 ML","BOTGL"
628,"0000113569","32","5 X 0.5 ML","VIALS"
629,"0000113567","10","5 ML","VIALM"
630,"0000212031","23","100","BOT"
631,"0000206639","67","5 X 0.5 ML","VIAL"
632,"0000000575","31","2.5 ML (5 DOSES)","VIAL"
633,"0000000575","33","0.5 ML (5 DOSES)","SYR"
634,"0000079257","23","100","BOT"
635,"0000079261","38","30","BOT"
636,"0000079265","23","100","BOT"
637,"0000079281","38","30","BOT"
638,"0000079284","38","30","BOT"
639,"0000000718","23","100","BOT"
640,"0000000722","23","100","BOT"
641,"0000000723","34","1000","BOT"
642,"0000000723","60","10 (2 X 5)","BLPK"
643,"0000000723","62","100","BOXUD"
644,"0000000735","23","100","BOT"
645,"0000000736","18","50","BOT"
646,"0000180263","11","100","BOT"
647,"0000000755","23","100","BOT"
648,"0000000756","29","48","BOT"
649,"0000000761","28","100 (BLISTER STRIP)","BOX"
650,"0000000761","68","100","BOT"
651,"0000000761","82","1000","BOT"
652,"0000000761","87","10000","BOT"
653,"0000000761","94","12 X 90","BOT"
654,"0000000761","98","12 X 180","BOT"
655,"0000085124","07","7","BOT"
656,"0000085124","28","100","BLPK"
657,"0000085124","31","30","BOT"
658,"0000085124","58","100","BOT"
659,"0000085124","72","25 X 31","CRTN"
660,"0000000762","07","7","BOT"
661,"0000000762","28","100","BLPK"
662,"0000000762","54","90","BOT"
663,"0000000762","58","100","BOT"
664,"0000000762","72","25 X 31 (775)","BLPK"
665,"0000000762","82","1000","BOT"
666,"0000000762","86","5000","BOT"
667,"0000000762","87","10000","BOT"
668,"0000000762","92","50,000","DRUM"
669,"0000000762","94","12 X 90","BOT"
670,"0000000764","68","100","BOT"
671,"0000000765","68","100","BOT"
672,"0000000765","82","1000","BOT"
673,"0000000766","68","100","BOT"
674,"0000000766","82","1000","BOT"
675,"0000225886","01","1","BLPK"
676,"0000225886","04","7","BLPK"
677,"0000225886","21","20","BLPK"
678,"0000225886","44","4","BLPK"
679,"0000192345","20","20 X 1 TABLET","BOXUD"
680,"0000000768","68","100","BOT"
681,"0000000768","92","50000","DRUM"
682,"0000000769","68","100","BOT"
683,"0000000769","82","1000","BOT"
684,"0000000770","68","100","BOT"
685,"0000000774","68","100","BOT"
686,"0000000775","68","100","BOT"
687,"0000000776","68","100","BOT"
688,"0000000776","82","1000","BOT"
689,"0000000777","68","100","BOT"
690,"0000000778","28","100","BLPK"
691,"0000000778","68","100","BOT"
692,"0000000780","12","6 X 12","PKG"
